0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
"(7250, 190.0, 0.35851)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35851)","(4493, 190.0, 0.73288)","(4493, 190.0, 0.73292)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35826)","(3555, 190.0, 1.00613)","(3555, 190.0, 1.00545)","(3555, 190.0, 1.00178)","(3555, 190.0, 1.00592)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35851)","(4493, 190.0, 0.7317)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35826)","(4493, 190.0, 0.73292)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.3586)","(4493, 190.0, 0.73292)","(4493, 190.0, 0.73288)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35826)","(7250, 190.0, 0.36119)","(3064, 190.0, 0.27595)","(6419, 190.0, 1.11851)","(4493, 190.0, 0.73292)","(7250, 190.0, 0.36119)","(7250, 190.0, 0.35851)","(4493, 190.0, 0.73292)","(4493, 190.0, 0.73288)","(7250, 190.0, 0.35826)","(6820, 190.0, 0.25312)","(6204, 190.0, 0.31974)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.3586)","(3555, 190.0, 1.00178)","(7250, 190.0, 0.3586)","(7250, 190.0, 0.35826)","(3555, 190.0, 1.00545)","(7067, 190.0, 0.90263)","(99, 190.0, 0.69083)","(693, 190.0, 0.4884)","(7250, 190.0, 0.35851)","(7250, 190.0, 0.3586)","(2892, 190.0, 0.96355)","(1890, 190.0, 0.40688)","(795, 190.0, 0.59183)","(2941, 190.0, 1.09715)"
"(3555, 189.0, 1.00545)","(3555, 189.0, 1.00592)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.31974)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.31974)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.32091)","(4493, 189.0, 0.73288)","(4493, 189.0, 0.73214)","(4493, 189.0, 0.7317)","(4493, 189.0, 0.73292)","(3555, 189.0, 1.00545)","(3555, 189.0, 1.00178)","(3555, 189.0, 1.00592)","(6204, 189.0, 0.31974)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.31974)","(3555, 189.0, 1.00613)","(3555, 189.0, 1.00613)","(6204, 189.0, 0.31974)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32117)","(6204, 189.0, 0.31974)","(3555, 189.0, 1.00178)","(6204, 189.0, 0.32091)","(7067, 189.0, 0.90508)","(7067, 189.0, 0.90263)","(3555, 189.0, 1.00178)","(3555, 189.0, 1.00592)","(3555, 189.0, 1.00592)","(6204, 189.0, 0.32091)","(3555, 189.0, 1.00613)","(3555, 189.0, 1.00545)","(6204, 189.0, 0.31974)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.31974)","(3555, 189.0, 1.00613)","(3555, 189.0, 1.00592)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.31974)","(7209, 189.0, 0.48602)","(529, 189.0, 0.30352)","(6204, 189.0, 0.32091)","(6204, 189.0, 0.31974)","(3555, 189.0, 1.00545)","(7067, 189.0, 0.90561)","(6204, 189.0, 0.32053)","(3555, 189.0, 1.00592)","(3064, 189.0, 0.27255)","(3555, 189.0, 1.00178)","(6204, 189.0, 0.32053)","(6204, 189.0, 0.32053)","(5145, 189.0, 0.47953)","(6204, 189.0, 0.32053)","(3555, 189.0, 1.00592)","(693, 189.0, 0.48789)","(7250, 189.0, 0.36119)","(4786, 189.0, 0.28086)","(3116, 189.0, 1.36219)","(6204, 189.0, 0.32117)","(5145, 189.0, 0.47565)","(6427, 189.0, 0.48159)","(6431, 189.0, 1.21044)","(5494, 189.0, 0.48195)","(1392, 189.0, 0.28951)"
"(6204, 188.0, 0.32117)","(6204, 188.0, 0.32091)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00178)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00178)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00592)","(6204, 188.0, 0.32053)","(6204, 188.0, 0.32117)","(6204, 188.0, 0.31974)","(6204, 188.0, 0.32091)","(6204, 188.0, 0.32117)","(6204, 188.0, 0.31974)","(6204, 188.0, 0.32091)","(3555, 188.0, 1.00178)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00178)","(6204, 188.0, 0.32053)","(6204, 188.0, 0.32053)","(3555, 188.0, 1.00178)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00545)","(3555, 188.0, 1.00178)","(6204, 188.0, 0.31974)","(3555, 188.0, 1.00592)","(6204, 188.0, 0.32117)","(6204, 188.0, 0.31974)","(6204, 188.0, 0.31974)","(6204, 188.0, 0.32091)","(6204, 188.0, 0.32091)","(3555, 188.0, 1.00592)","(6204, 188.0, 0.32053)","(6204, 188.0, 0.32117)","(3555, 188.0, 1.00178)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00178)","(6204, 188.0, 0.32053)","(6204, 188.0, 0.32091)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00178)","(693, 188.0, 0.48844)","(2834, 188.0, 0.29143)","(3555, 188.0, 1.00592)","(3555, 188.0, 1.00178)","(6204, 188.0, 0.32117)","(6204, 188.0, 0.32091)","(4786, 188.0, 0.28031)","(6204, 188.0, 0.32091)","(879, 188.0, 1.4061)","(4493, 188.0, 0.7317)","(3555, 188.0, 1.00613)","(3555, 188.0, 1.00613)","(4493, 188.0, 0.7317)","(3555, 188.0, 1.00613)","(6204, 188.0, 0.32091)","(6204, 188.0, 0.32117)","(3555, 188.0, 1.00178)","(2892, 188.0, 0.96355)","(7262, 188.0, 0.85063)","(3555, 188.0, 1.00545)","(4786, 188.0, 0.28031)","(3961, 188.0, 1.03737)","(6201, 188.0, 0.33726)","(1516, 188.0, 1.03986)","(3778, 188.0, 0.54959)"
"(7067, 187.0, 0.90508)","(7067, 187.0, 0.90561)","(3064, 187.0, 0.27402)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90561)","(3064, 187.0, 0.27595)","(3064, 187.0, 0.27402)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90508)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90561)","(3064, 187.0, 0.27595)","(3064, 187.0, 0.27402)","(3064, 187.0, 0.27255)","(3064, 187.0, 0.27514)","(7067, 187.0, 0.90508)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90508)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90561)","(6785, 187.0, 0.38818)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90508)","(7067, 187.0, 0.90263)","(3064, 187.0, 0.27255)","(7067, 187.0, 0.90561)","(3555, 187.0, 1.00545)","(3555, 187.0, 1.00178)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90561)","(3064, 187.0, 0.27514)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90508)","(3064, 187.0, 0.27255)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90595)","(3064, 187.0, 0.27514)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90561)","(7067, 187.0, 0.90263)","(6204, 187.0, 0.32053)","(1387, 187.0, 0.2974)","(5145, 187.0, 0.4763)","(7067, 187.0, 0.90263)","(7067, 187.0, 0.90508)","(3555, 187.0, 1.00592)","(693, 187.0, 0.48844)","(7067, 187.0, 0.90561)","(3116, 187.0, 1.35816)","(3064, 187.0, 0.27255)","(7067, 187.0, 0.90595)","(3064, 187.0, 0.27595)","(6785, 187.0, 0.38556)","(7067, 187.0, 0.90595)","(7067, 187.0, 0.90561)","(5145, 187.0, 0.47686)","(6204, 187.0, 0.31974)","(5145, 187.0, 0.4763)","(7249, 187.0, 0.40705)","(7067, 187.0, 0.90508)","(800, 187.0, 0.84247)","(7298, 187.0, 0.93201)","(2251, 187.0, 0.34713)","(2404, 187.0, 0.9326)","(5920, 187.0, 0.4675)"
"(3064, 186.0, 0.27402)","(3064, 186.0, 0.27514)","(7067, 186.0, 0.90508)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27514)","(5145, 186.0, 0.47565)","(5145, 186.0, 0.47686)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.38556)","(6785, 186.0, 0.3887)","(6820, 186.0, 0.25312)","(3064, 186.0, 0.27514)","(3064, 186.0, 0.27402)","(3064, 186.0, 0.27514)","(3064, 186.0, 0.27514)","(7067, 186.0, 0.90595)","(7067, 186.0, 0.90508)","(7067, 186.0, 0.90263)","(7067, 186.0, 0.90561)","(6820, 186.0, 0.25244)","(6820, 186.0, 0.25312)","(6820, 186.0, 0.25293)","(6785, 186.0, 0.38556)","(3064, 186.0, 0.27402)","(3064, 186.0, 0.27514)","(3064, 186.0, 0.27255)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27255)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27514)","(3064, 186.0, 0.27514)","(7067, 186.0, 0.90508)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.38818)","(6820, 186.0, 0.25312)","(7067, 186.0, 0.90263)","(3064, 186.0, 0.27514)","(7209, 186.0, 0.48556)","(7209, 186.0, 0.48071)","(3064, 186.0, 0.27255)","(3064, 186.0, 0.27514)","(5145, 186.0, 0.4763)","(3064, 186.0, 0.27514)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.38818)","(7067, 186.0, 0.90263)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.38556)","(3064, 186.0, 0.27595)","(6785, 186.0, 0.3887)","(6785, 186.0, 0.38942)","(6820, 186.0, 0.25349)","(6820, 186.0, 0.25349)","(6820, 186.0, 0.25293)","(3064, 186.0, 0.27255)","(3555, 186.0, 1.00613)","(4257, 186.0, 0.67635)","(3064, 186.0, 0.27514)","(3064, 186.0, 0.27255)","(3064, 186.0, 0.27402)","(6785, 186.0, 0.3887)","(3064, 186.0, 0.27595)","(3064, 186.0, 0.27514)","(7250, 186.0, 0.36119)","(7209, 186.0, 0.48071)","(6820, 186.0, 0.25349)","(7067, 186.0, 0.90595)","(3211, 186.0, 1.21964)","(6785, 186.0, 0.38942)","(6785, 186.0, 0.3887)","(7199, 186.0, 0.38668)","(6820, 186.0, 0.25312)","(6876, 186.0, 0.48583)","(3211, 186.0, 1.22455)","(3064, 186.0, 0.27402)","(6204, 186.0, 0.32053)","(2091, 186.0, 0.4154)","(6479, 186.0, 0.61999)","(5099, 186.0, 0.86163)","(1272, 186.0, 0.91606)"
"(6820, 185.0, 0.25244)","(6820, 185.0, 0.25293)","(6785, 185.0, 0.38818)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.38818)","(3064, 185.0, 0.27595)","(3064, 185.0, 0.27255)","(3064, 185.0, 0.27514)","(3064, 185.0, 0.27255)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.38818)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.38818)","(6785, 185.0, 0.38556)","(6785, 185.0, 0.3887)","(3064, 185.0, 0.27402)","(3064, 185.0, 0.27255)","(3064, 185.0, 0.27514)","(6820, 185.0, 0.25312)","(6820, 185.0, 0.25244)","(6820, 185.0, 0.25293)","(6785, 185.0, 0.38556)","(6820, 185.0, 0.25349)","(6820, 185.0, 0.25349)","(6785, 185.0, 0.38556)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.3887)","(6820, 185.0, 0.25244)","(6820, 185.0, 0.25349)","(6820, 185.0, 0.25244)","(3064, 185.0, 0.27255)","(6785, 185.0, 0.38556)","(6785, 185.0, 0.3887)","(6820, 185.0, 0.25244)","(6820, 185.0, 0.25312)","(6785, 185.0, 0.38556)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.3887)","(3064, 185.0, 0.27595)","(3064, 185.0, 0.27402)","(6785, 185.0, 0.38556)","(6820, 185.0, 0.25349)","(6820, 185.0, 0.25349)","(6820, 185.0, 0.25312)","(6820, 185.0, 0.25349)","(7067, 185.0, 0.90561)","(7209, 185.0, 0.48602)","(3064, 185.0, 0.27595)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.38556)","(4493, 185.0, 0.73288)","(5145, 185.0, 0.47565)","(6785, 185.0, 0.3887)","(6785, 185.0, 0.38556)","(6785, 185.0, 0.38818)","(6820, 185.0, 0.25293)","(5005, 185.0, 0.70984)","(6820, 185.0, 0.25293)","(800, 185.0, 0.84311)","(5145, 185.0, 0.47953)","(6785, 185.0, 0.38942)","(6785, 185.0, 0.38942)","(7250, 185.0, 0.36119)","(3064, 185.0, 0.27595)","(7209, 185.0, 0.48575)","(7209, 185.0, 0.48556)","(7209, 185.0, 0.48071)","(5005, 185.0, 0.70937)","(6936, 185.0, 0.37794)","(6785, 185.0, 0.38818)","(3555, 185.0, 1.00613)","(5262, 185.0, 0.47121)","(6628, 185.0, 0.46026)","(6413, 185.0, 0.69471)","(4872, 185.0, 0.51136)"
"(6785, 184.0, 0.38818)","(6785, 184.0, 0.3887)","(6820, 184.0, 0.25244)","(6820, 184.0, 0.25349)","(6820, 184.0, 0.25293)","(7067, 184.0, 0.90595)","(7067, 184.0, 0.90508)","(6820, 184.0, 0.25349)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25293)","(6785, 184.0, 0.38556)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25244)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25349)","(6820, 184.0, 0.25244)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25293)","(7209, 184.0, 0.48556)","(7209, 184.0, 0.48071)","(7209, 184.0, 0.48575)","(3064, 184.0, 0.27255)","(7209, 184.0, 0.48556)","(7209, 184.0, 0.48575)","(6820, 184.0, 0.25312)","(6785, 184.0, 0.38942)","(6785, 184.0, 0.38942)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25349)","(7209, 184.0, 0.48602)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25293)","(3064, 184.0, 0.27402)","(3064, 184.0, 0.27595)","(3064, 184.0, 0.27402)","(6785, 184.0, 0.38556)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25293)","(6785, 184.0, 0.38818)","(6785, 184.0, 0.38556)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25293)","(7067, 184.0, 0.90561)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25349)","(6820, 184.0, 0.25244)","(6820, 184.0, 0.25312)","(3064, 184.0, 0.27595)","(3064, 184.0, 0.27595)","(3064, 184.0, 0.27255)","(7209, 184.0, 0.48602)","(6820, 184.0, 0.25293)","(6820, 184.0, 0.25349)","(6785, 184.0, 0.38942)","(3064, 184.0, 0.27595)","(3064, 184.0, 0.27514)","(6820, 184.0, 0.25312)","(5005, 184.0, 0.70984)","(5147, 184.0, 0.34176)","(7209, 184.0, 0.48575)","(6820, 184.0, 0.25312)","(6820, 184.0, 0.25244)","(6843, 184.0, 0.82386)","(6785, 184.0, 0.38942)","(6785, 184.0, 0.3887)","(1690, 184.0, 0.61809)","(7067, 184.0, 0.90263)","(3064, 184.0, 0.27595)","(6820, 184.0, 0.25349)","(3064, 184.0, 0.27255)","(6820, 184.0, 0.25349)","(3064, 184.0, 0.27514)","(5005, 184.0, 0.70844)","(6785, 184.0, 0.38556)","(1230, 184.0, 1.00794)","(484, 184.0, 0.15826)","(6820, 184.0, 0.25244)","(6876, 184.0, 0.48677)","(884, 184.0, 0.45677)","(2137, 184.0, 0.35951)","(3662, 184.0, 0.38565)","(7277, 184.0, 0.30413)"
"(7209, 183.0, 0.48556)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48556)","(7209, 183.0, 0.48602)","(7209, 183.0, 0.48575)","(6820, 183.0, 0.25349)","(6820, 183.0, 0.25244)","(7209, 183.0, 0.48602)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48556)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48575)","(2493, 183.0, 0.80767)","(2493, 183.0, 0.80704)","(2493, 183.0, 0.80376)","(2493, 183.0, 0.8076)","(5145, 183.0, 0.47686)","(5145, 183.0, 0.47953)","(5145, 183.0, 0.4763)","(7209, 183.0, 0.48071)","(6785, 183.0, 0.38818)","(6785, 183.0, 0.3887)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48602)","(5145, 183.0, 0.47565)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48602)","(6820, 183.0, 0.25349)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48575)","(5145, 183.0, 0.47686)","(7209, 183.0, 0.48602)","(7209, 183.0, 0.48556)","(7209, 183.0, 0.48071)","(5145, 183.0, 0.47953)","(7209, 183.0, 0.48575)","(3064, 183.0, 0.27402)","(3064, 183.0, 0.27255)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48575)","(6820, 183.0, 0.25293)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48602)","(7209, 183.0, 0.48556)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48602)","(7199, 183.0, 0.38481)","(7199, 183.0, 0.38847)","(6785, 183.0, 0.38942)","(7199, 183.0, 0.38585)","(3064, 183.0, 0.27595)","(778, 183.0, 0.39284)","(7199, 183.0, 0.38481)","(7199, 183.0, 0.38585)","(5145, 183.0, 0.47953)","(778, 183.0, 0.39284)","(4216, 183.0, 0.26493)","(6820, 183.0, 0.25293)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48556)","(5145, 183.0, 0.4763)","(6941, 183.0, 0.78812)","(7209, 183.0, 0.48575)","(7209, 183.0, 0.48071)","(6785, 183.0, 0.38556)","(7199, 183.0, 0.38481)","(5145, 183.0, 0.47565)","(7209, 183.0, 0.48071)","(7209, 183.0, 0.48602)","(5145, 183.0, 0.4763)","(6820, 183.0, 0.25244)","(7199, 183.0, 0.38847)","(7297, 183.0, 0.36707)","(6204, 183.0, 0.32091)","(7209, 183.0, 0.48556)","(903, 183.0, 0.47957)","(2585, 183.0, 0.26129)","(5321, 183.0, 0.42022)","(3043, 183.0, 0.29259)","(2045, 183.0, 0.37764)"
"(5145, 182.0, 0.47686)","(5145, 182.0, 0.4763)","(5145, 182.0, 0.47686)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.4763)","(7209, 182.0, 0.48602)","(7209, 182.0, 0.48556)","(5145, 182.0, 0.47565)","(7199, 182.0, 0.38847)","(5145, 182.0, 0.4763)","(7199, 182.0, 0.38847)","(5145, 182.0, 0.4763)","(5145, 182.0, 0.47686)","(5145, 182.0, 0.4763)","(5145, 182.0, 0.4763)","(7209, 182.0, 0.48602)","(7209, 182.0, 0.48556)","(7209, 182.0, 0.48071)","(7209, 182.0, 0.48575)","(7199, 182.0, 0.38668)","(7199, 182.0, 0.38847)","(7199, 182.0, 0.38585)","(5145, 182.0, 0.47953)","(7199, 182.0, 0.38668)","(7199, 182.0, 0.38585)","(5145, 182.0, 0.47953)","(5145, 182.0, 0.47565)","(7209, 182.0, 0.48602)","(5145, 182.0, 0.47953)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.4763)","(5145, 182.0, 0.4763)","(7209, 182.0, 0.48556)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.47686)","(7199, 182.0, 0.38847)","(7209, 182.0, 0.48071)","(5145, 182.0, 0.4763)","(778, 182.0, 0.39149)","(778, 182.0, 0.38882)","(5145, 182.0, 0.47953)","(5145, 182.0, 0.4763)","(7209, 182.0, 0.48575)","(5145, 182.0, 0.4763)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.47686)","(7199, 182.0, 0.38847)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.47953)","(5145, 182.0, 0.47565)","(5145, 182.0, 0.4763)","(7199, 182.0, 0.38481)","(7209, 182.0, 0.48602)","(7209, 182.0, 0.48602)","(7209, 182.0, 0.48575)","(7209, 182.0, 0.48071)","(7067, 182.0, 0.90595)","(7022, 182.0, 0.40081)","(3116, 182.0, 1.36219)","(5145, 182.0, 0.47953)","(7199, 182.0, 0.38668)","(6962, 182.0, 0.59917)","(6936, 182.0, 0.3779)","(5145, 182.0, 0.4763)","(6843, 182.0, 0.82092)","(6820, 182.0, 0.25312)","(7209, 182.0, 0.48602)","(7209, 182.0, 0.48602)","(2493, 182.0, 0.80376)","(5145, 182.0, 0.47565)","(6843, 182.0, 0.82386)","(6419, 182.0, 1.11723)","(6843, 182.0, 0.82092)","(6962, 182.0, 0.59917)","(6962, 182.0, 0.59917)","(5145, 182.0, 0.47686)","(3211, 182.0, 1.22514)","(2987, 182.0, 1.23407)","(6522, 182.0, 0.32472)","(6807, 182.0, 0.44327)","(664, 182.0, 0.60624)"
"(7199, 181.0, 0.38668)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38668)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38585)","(800, 181.0, 0.84247)","(800, 181.0, 0.84345)","(7199, 181.0, 0.38481)","(3116, 181.0, 1.35816)","(7199, 181.0, 0.38585)","(5145, 181.0, 0.47953)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38668)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38585)","(778, 181.0, 0.39284)","(778, 181.0, 0.39149)","(778, 181.0, 0.38882)","(778, 181.0, 0.39198)","(6785, 181.0, 0.38818)","(6785, 181.0, 0.38556)","(6785, 181.0, 0.3887)","(7199, 181.0, 0.38847)","(778, 181.0, 0.39149)","(778, 181.0, 0.39198)","(7199, 181.0, 0.38847)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38847)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38585)","(2493, 181.0, 0.80704)","(778, 181.0, 0.39284)","(778, 181.0, 0.39149)","(5145, 181.0, 0.47953)","(7199, 181.0, 0.38847)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38668)","(7199, 181.0, 0.38847)","(7199, 181.0, 0.38847)","(7199, 181.0, 0.38585)","(3116, 181.0, 1.36219)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38481)","(7199, 181.0, 0.38668)","(3116, 181.0, 1.35816)","(7199, 181.0, 0.38481)","(7209, 181.0, 0.48602)","(7209, 181.0, 0.48071)","(7199, 181.0, 0.38481)","(7209, 181.0, 0.48575)","(3116, 181.0, 1.36268)","(7199, 181.0, 0.38481)","(5145, 181.0, 0.47565)","(5145, 181.0, 0.4763)","(7199, 181.0, 0.38847)","(6785, 181.0, 0.38942)","(3031, 181.0, 0.30774)","(7199, 181.0, 0.38585)","(7199, 181.0, 0.38847)","(5145, 181.0, 0.47686)","(3064, 181.0, 0.27514)","(3555, 181.0, 1.00613)","(7199, 181.0, 0.38585)","(3093, 181.0, 0.79721)","(778, 181.0, 0.38882)","(1440, 181.0, 0.40312)","(7199, 181.0, 0.38481)","(3116, 181.0, 1.35816)","(7199, 181.0, 0.38481)","(778, 181.0, 0.39198)","(6962, 181.0, 0.59918)","(3064, 181.0, 0.27255)","(1291, 181.0, 1.4221)","(7297, 181.0, 0.36707)","(7199, 181.0, 0.38668)","(3116, 181.0, 1.36268)","(2595, 181.0, 0.27059)","(4496, 181.0, 0.5747)","(4700, 181.0, 0.45044)","(1888, 181.0, 0.36854)"
