0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
"(1328, 190.0, 0.31347)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31786)","(1328, 190.0, 0.31427)","(1328, 190.0, 0.31427)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.31786)","(7122, 190.0, 0.31786)","(7122, 190.0, 0.31786)","(7122, 190.0, 0.31761)","(1328, 190.0, 0.31347)","(1328, 190.0, 0.31427)","(1328, 190.0, 0.31707)","(1328, 190.0, 0.31384)","(7196, 190.0, 0.32686)","(7196, 190.0, 0.32351)","(7122, 190.0, 0.31786)","(7122, 190.0, 0.31838)","(3563, 190.0, 0.62903)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.31838)","(3700, 190.0, 0.68671)","(3700, 190.0, 0.68773)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.31761)","(1328, 190.0, 0.31707)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31838)","(1328, 190.0, 0.31347)","(7122, 190.0, 0.32136)","(6210, 190.0, 0.59757)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31786)","(1328, 190.0, 0.31707)","(1328, 190.0, 0.31347)","(1328, 190.0, 0.31427)","(1328, 190.0, 0.31384)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31761)","(6210, 190.0, 0.59271)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.31786)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.32136)","(3563, 190.0, 0.62863)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31761)","(7122, 190.0, 0.31838)","(7122, 190.0, 0.32136)","(7122, 190.0, 0.31786)","(1328, 190.0, 0.31427)","(7199, 190.0, 0.38787)","(7199, 190.0, 0.38584)","(1328, 190.0, 0.31427)","(4428, 190.0, 1.12662)","(7122, 190.0, 0.31761)","(1328, 190.0, 0.31384)","(7171, 190.0, 0.31156)"
"(6210, 189.0, 0.59836)","(6210, 189.0, 0.59271)","(3700, 189.0, 0.68317)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59757)","(6210, 189.0, 0.59633)","(3700, 189.0, 0.68671)","(3700, 189.0, 0.68855)","(3700, 189.0, 0.68671)","(3700, 189.0, 0.68773)","(6210, 189.0, 0.59757)","(6210, 189.0, 0.59757)","(6210, 189.0, 0.59836)","(3700, 189.0, 0.68855)","(3700, 189.0, 0.68671)","(3700, 189.0, 0.68317)","(3700, 189.0, 0.68773)","(6210, 189.0, 0.59836)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59757)","(3700, 189.0, 0.68671)","(3098, 189.0, 0.31859)","(6210, 189.0, 0.59633)","(3700, 189.0, 0.68671)","(6936, 189.0, 0.37822)","(6936, 189.0, 0.37798)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59633)","(6210, 189.0, 0.59836)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59836)","(6210, 189.0, 0.59633)","(6210, 189.0, 0.59836)","(3700, 189.0, 0.68317)","(1781, 189.0, 0.47522)","(6210, 189.0, 0.59836)","(3700, 189.0, 0.68855)","(6210, 189.0, 0.59757)","(3700, 189.0, 0.68317)","(6210, 189.0, 0.59836)","(6210, 189.0, 0.59633)","(6210, 189.0, 0.59757)","(6210, 189.0, 0.59836)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59633)","(6210, 189.0, 0.59633)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59836)","(7196, 189.0, 0.32351)","(6210, 189.0, 0.59633)","(3700, 189.0, 0.68773)","(6210, 189.0, 0.59633)","(3700, 189.0, 0.68317)","(6210, 189.0, 0.59271)","(3700, 189.0, 0.68855)","(6936, 189.0, 0.37811)","(6936, 189.0, 0.37822)","(6936, 189.0, 0.37578)","(6874, 189.0, 0.91814)","(6210, 189.0, 0.59836)","(6936, 189.0, 0.37811)","(6936, 189.0, 0.37822)","(6936, 189.0, 0.37578)","(6936, 189.0, 0.37798)","(3700, 189.0, 0.68671)","(6210, 189.0, 0.59271)","(6210, 189.0, 0.59757)","(7151, 189.0, 0.30175)","(856, 189.0, 0.28687)","(6210, 189.0, 0.59836)","(6936, 189.0, 0.37798)","(1416, 189.0, 0.58499)"
"(3700, 188.0, 0.68855)","(3700, 188.0, 0.68317)","(6936, 188.0, 0.37578)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68773)","(3700, 188.0, 0.68671)","(6210, 188.0, 0.59633)","(6210, 188.0, 0.59836)","(6210, 188.0, 0.59633)","(6210, 188.0, 0.59757)","(3700, 188.0, 0.68773)","(3700, 188.0, 0.68773)","(3700, 188.0, 0.68855)","(6210, 188.0, 0.59836)","(6210, 188.0, 0.59633)","(6210, 188.0, 0.59271)","(6210, 188.0, 0.59757)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68773)","(6210, 188.0, 0.59633)","(282, 188.0, 0.38332)","(3700, 188.0, 0.68671)","(6210, 188.0, 0.59633)","(7151, 188.0, 0.30175)","(7151, 188.0, 0.30131)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68671)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68671)","(3700, 188.0, 0.68855)","(6210, 188.0, 0.59271)","(6811, 188.0, 0.39082)","(3700, 188.0, 0.68855)","(6210, 188.0, 0.59836)","(3700, 188.0, 0.68773)","(6936, 188.0, 0.37578)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68671)","(3700, 188.0, 0.68773)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68671)","(3700, 188.0, 0.68671)","(3700, 188.0, 0.68317)","(3700, 188.0, 0.68855)","(6936, 188.0, 0.37578)","(3700, 188.0, 0.68671)","(6210, 188.0, 0.59757)","(3700, 188.0, 0.68671)","(7269, 188.0, 0.45455)","(3700, 188.0, 0.68317)","(6210, 188.0, 0.59836)","(7196, 188.0, 0.32686)","(7196, 188.0, 0.32619)","(7196, 188.0, 0.32351)","(1886, 188.0, 1.04465)","(3700, 188.0, 0.68855)","(6210, 188.0, 0.59836)","(6210, 188.0, 0.59633)","(6210, 188.0, 0.59271)","(6210, 188.0, 0.59757)","(6210, 188.0, 0.59633)","(6936, 188.0, 0.37578)","(6936, 188.0, 0.37798)","(7122, 188.0, 0.31838)","(7199, 188.0, 0.38471)","(3700, 188.0, 0.68855)","(3700, 188.0, 0.68773)","(6815, 188.0, 0.98583)"
"(6936, 187.0, 0.37811)","(6936, 187.0, 0.37578)","(6210, 187.0, 0.59271)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37822)","(7179, 187.0, 0.42888)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37822)","(1886, 187.0, 1.04449)","(1886, 187.0, 1.04423)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37798)","(6210, 187.0, 0.59271)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37811)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37811)","(7179, 187.0, 0.43321)","(6936, 187.0, 0.37822)","(6936, 187.0, 0.37798)","(6936, 187.0, 0.37822)","(6950, 187.0, 0.51718)","(6936, 187.0, 0.37578)","(6936, 187.0, 0.37811)","(6950, 187.0, 0.51296)","(6950, 187.0, 0.51363)","(6950, 187.0, 0.51718)","(282, 187.0, 0.38398)","(6936, 187.0, 0.37811)","(3700, 187.0, 0.68855)","(3700, 187.0, 0.68671)","(3700, 187.0, 0.68317)","(3700, 187.0, 0.68773)","(6936, 187.0, 0.37822)","(1651, 187.0, 0.99568)","(1651, 187.0, 0.99922)","(6950, 187.0, 0.51363)","(3098, 187.0, 0.31909)","(6936, 187.0, 0.37811)","(6210, 187.0, 0.59757)","(2565, 187.0, 1.08721)"
"(1886, 186.0, 1.04465)","(1886, 186.0, 1.04416)","(6811, 186.0, 0.39331)","(1886, 186.0, 1.04416)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04449)","(6811, 186.0, 0.3914)","(1886, 186.0, 1.04465)","(1886, 186.0, 1.04449)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04423)","(6811, 186.0, 0.38957)","(1886, 186.0, 1.04465)","(1886, 186.0, 1.04449)","(1886, 186.0, 1.04416)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04465)","(1886, 186.0, 1.04416)","(6811, 186.0, 0.39082)","(6811, 186.0, 0.3914)","(6811, 186.0, 0.39082)","(6811, 186.0, 0.3914)","(6811, 186.0, 0.3914)","(7122, 186.0, 0.31838)","(7122, 186.0, 0.31786)","(1886, 186.0, 1.04416)","(6811, 186.0, 0.3914)","(1886, 186.0, 1.04465)","(6811, 186.0, 0.39331)","(1886, 186.0, 1.04465)","(1886, 186.0, 1.04449)","(1886, 186.0, 1.04465)","(6811, 186.0, 0.39331)","(3700, 186.0, 0.68773)","(6811, 186.0, 0.38957)","(1886, 186.0, 1.04465)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04416)","(6811, 186.0, 0.38957)","(6811, 186.0, 0.3914)","(6811, 186.0, 0.39082)","(6811, 186.0, 0.38957)","(1651, 186.0, 0.99568)","(6811, 186.0, 0.3914)","(1886, 186.0, 1.04449)","(1886, 186.0, 1.04416)","(1886, 186.0, 1.04465)","(6811, 186.0, 0.39331)","(6811, 186.0, 0.3914)","(1886, 186.0, 1.04423)","(1886, 186.0, 1.04449)","(1781, 186.0, 0.47182)","(6811, 186.0, 0.39331)","(6811, 186.0, 0.38957)","(7179, 186.0, 0.42802)","(7179, 186.0, 0.42984)","(7179, 186.0, 0.43321)","(4428, 186.0, 1.12662)","(6811, 186.0, 0.38957)","(7179, 186.0, 0.42802)","(7179, 186.0, 0.42984)","(7179, 186.0, 0.43321)","(7179, 186.0, 0.42888)","(6811, 186.0, 0.3914)","(1886, 186.0, 1.04416)","(1886, 186.0, 1.04423)","(6210, 186.0, 0.59633)","(1781, 186.0, 0.47564)","(6811, 186.0, 0.38957)","(6811, 186.0, 0.39082)","(7261, 186.0, 0.25959)"
"(6811, 185.0, 0.38957)","(6811, 185.0, 0.39331)","(1651, 185.0, 0.99568)","(6811, 185.0, 0.39331)","(6811, 185.0, 0.39082)","(1651, 185.0, 0.99868)","(1886, 185.0, 1.04449)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.3914)","(6811, 185.0, 0.39082)","(6811, 185.0, 0.39082)","(6811, 185.0, 0.39082)","(1886, 185.0, 1.04465)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.3914)","(6811, 185.0, 0.39331)","(6811, 185.0, 0.39082)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.39331)","(1886, 185.0, 1.04423)","(1886, 185.0, 1.04449)","(6823, 185.0, 0.41147)","(1886, 185.0, 1.04449)","(1886, 185.0, 1.04449)","(6210, 185.0, 0.59633)","(6210, 185.0, 0.59757)","(6811, 185.0, 0.39331)","(1886, 185.0, 1.04449)","(6811, 185.0, 0.38957)","(1886, 185.0, 1.04416)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.3914)","(6811, 185.0, 0.38957)","(1886, 185.0, 1.04416)","(7179, 185.0, 0.42888)","(1886, 185.0, 1.04465)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.39082)","(6811, 185.0, 0.39331)","(1886, 185.0, 1.04465)","(1886, 185.0, 1.04449)","(1886, 185.0, 1.04423)","(1886, 185.0, 1.04465)","(1886, 185.0, 1.04416)","(1886, 185.0, 1.04449)","(6811, 185.0, 0.3914)","(6811, 185.0, 0.39331)","(6811, 185.0, 0.38957)","(1886, 185.0, 1.04416)","(1886, 185.0, 1.04449)","(6811, 185.0, 0.39082)","(6811, 185.0, 0.3914)","(1328, 185.0, 0.31707)","(1886, 185.0, 1.04416)","(1886, 185.0, 1.04465)","(6811, 185.0, 0.38957)","(6811, 185.0, 0.3914)","(6811, 185.0, 0.39331)","(7199, 185.0, 0.38471)","(1886, 185.0, 1.04465)","(1651, 185.0, 1.00005)","(1651, 185.0, 0.99868)","(1651, 185.0, 0.99568)","(1651, 185.0, 0.99922)","(1886, 185.0, 1.04449)","(7179, 185.0, 0.43321)","(7179, 185.0, 0.42888)","(6936, 185.0, 0.37822)","(292, 185.0, 0.50324)","(1886, 185.0, 1.04465)","(1886, 185.0, 1.04423)","(3625, 185.0, 0.33656)"
"(7179, 184.0, 0.42802)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.42888)","(6811, 184.0, 0.3914)","(7179, 184.0, 0.42984)","(1651, 184.0, 1.00005)","(1651, 184.0, 0.99868)","(1651, 184.0, 0.99922)","(1651, 184.0, 0.99922)","(1651, 184.0, 0.99922)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.42984)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.42888)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.42888)","(7179, 184.0, 0.42984)","(6808, 184.0, 0.59784)","(7179, 184.0, 0.42984)","(1651, 184.0, 0.99868)","(1651, 184.0, 0.99868)","(1651, 184.0, 0.99922)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.42984)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.43321)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.42984)","(7179, 184.0, 0.42802)","(1651, 184.0, 0.99568)","(1886, 184.0, 1.04423)","(7179, 184.0, 0.42802)","(1651, 184.0, 1.00005)","(1651, 184.0, 0.99922)","(1651, 184.0, 0.99568)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.42984)","(7179, 184.0, 0.42888)","(7179, 184.0, 0.42802)","(6811, 184.0, 0.39331)","(7179, 184.0, 0.42984)","(1651, 184.0, 0.99868)","(1651, 184.0, 0.99568)","(7179, 184.0, 0.42802)","(3700, 184.0, 0.68317)","(7179, 184.0, 0.42984)","(1651, 184.0, 0.99922)","(1651, 184.0, 0.99868)","(7179, 184.0, 0.43321)","(1651, 184.0, 0.99568)","(7179, 184.0, 0.42802)","(1886, 184.0, 1.04465)","(1886, 184.0, 1.04449)","(1886, 184.0, 1.04416)","(1795, 184.0, 0.22012)","(7179, 184.0, 0.42802)","(6811, 184.0, 0.38957)","(6811, 184.0, 0.3914)","(6811, 184.0, 0.39331)","(6811, 184.0, 0.39082)","(7179, 184.0, 0.42984)","(3700, 184.0, 0.68317)","(3700, 184.0, 0.68773)","(1351, 184.0, 0.23773)","(748, 184.0, 0.74311)","(7179, 184.0, 0.42802)","(7179, 184.0, 0.42888)","(1445, 184.0, 0.4185)"
"(1651, 183.0, 1.00005)","(1651, 183.0, 0.99568)","(1886, 183.0, 1.04416)","(1651, 183.0, 0.99568)","(1651, 183.0, 0.99922)","(7179, 183.0, 0.42984)","(1651, 183.0, 0.99868)","(7179, 183.0, 0.42802)","(7179, 183.0, 0.42984)","(7179, 183.0, 0.42888)","(7179, 183.0, 0.42888)","(7179, 183.0, 0.42888)","(1651, 183.0, 1.00005)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99868)","(1651, 183.0, 0.99568)","(1651, 183.0, 0.99922)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99568)","(1651, 183.0, 0.99922)","(1651, 183.0, 0.99868)","(7196, 183.0, 0.32705)","(1651, 183.0, 0.99868)","(7179, 183.0, 0.42984)","(1957, 183.0, 1.23932)","(1957, 183.0, 1.23946)","(1651, 183.0, 0.99568)","(1651, 183.0, 0.99868)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99568)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99868)","(1651, 183.0, 1.00005)","(7179, 183.0, 0.43321)","(7228, 183.0, 0.34695)","(1651, 183.0, 1.00005)","(7179, 183.0, 0.42802)","(7179, 183.0, 0.42888)","(7179, 183.0, 0.43321)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99868)","(1651, 183.0, 0.99922)","(1651, 183.0, 1.00005)","(7179, 183.0, 0.43321)","(1651, 183.0, 0.99868)","(7179, 183.0, 0.42984)","(7179, 183.0, 0.43321)","(1651, 183.0, 1.00005)","(6950, 183.0, 0.51718)","(1651, 183.0, 0.99868)","(7179, 183.0, 0.42888)","(7179, 183.0, 0.42984)","(1886, 183.0, 1.04416)","(7179, 183.0, 0.43321)","(1651, 183.0, 1.00005)","(3700, 183.0, 0.68855)","(3700, 183.0, 0.68671)","(3700, 183.0, 0.68317)","(822, 183.0, 1.07918)","(1651, 183.0, 1.00005)","(4428, 183.0, 1.12662)","(4428, 183.0, 1.12572)","(4428, 183.0, 1.12258)","(4428, 183.0, 1.12609)","(1651, 183.0, 0.99868)","(6874, 183.0, 0.91431)","(6874, 183.0, 0.9176)","(1886, 183.0, 1.04449)","(7260, 183.0, 0.36697)","(1651, 183.0, 1.00005)","(1651, 183.0, 0.99922)","(1781, 183.0, 0.47182)"
"(6950, 182.0, 0.51296)","(6950, 182.0, 0.51718)","(7228, 182.0, 0.34595)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51363)","(273, 182.0, 0.44132)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51363)","(5865, 182.0, 0.58124)","(5865, 182.0, 0.57953)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51718)","(1651, 182.0, 0.99922)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51296)","(6874, 182.0, 0.91431)","(6950, 182.0, 0.51363)","(6950, 182.0, 0.51301)","(6950, 182.0, 0.51363)","(1690, 182.0, 0.61878)","(6950, 182.0, 0.51718)","(6950, 182.0, 0.51296)","(3563, 182.0, 0.62863)","(3563, 182.0, 0.6295)","(3563, 182.0, 0.62943)","(7179, 182.0, 0.42802)","(6950, 182.0, 0.51296)","(7228, 182.0, 0.34617)","(7228, 182.0, 0.34677)","(7228, 182.0, 0.34595)","(7228, 182.0, 0.34695)","(6950, 182.0, 0.51363)","(822, 182.0, 1.0748)","(822, 182.0, 1.07851)","(1957, 182.0, 1.23932)","(6823, 182.0, 0.41057)","(6950, 182.0, 0.51296)","(6950, 182.0, 0.51301)","(6135, 182.0, 0.33845)"
"(7228, 181.0, 0.34617)","(7228, 181.0, 0.34595)","(6950, 181.0, 0.51718)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34677)","(4428, 181.0, 1.12572)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34595)","(6874, 181.0, 0.9176)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34677)","(822, 181.0, 1.07851)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34677)","(6824, 181.0, 1.36048)","(6824, 181.0, 1.36138)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34595)","(1358, 181.0, 0.5984)","(4428, 181.0, 1.12662)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34617)","(822, 181.0, 1.0748)","(7228, 181.0, 0.34677)","(7228, 181.0, 0.34695)","(7228, 181.0, 0.34677)","(11, 181.0, 1.04627)","(7228, 181.0, 0.34595)","(7228, 181.0, 0.34617)","(1651, 181.0, 1.00005)","(1651, 181.0, 0.99868)","(1651, 181.0, 0.99568)","(1328, 181.0, 0.31347)","(7228, 181.0, 0.34617)","(1886, 181.0, 1.04465)","(1886, 181.0, 1.04449)","(1886, 181.0, 1.04416)","(1886, 181.0, 1.04423)","(7228, 181.0, 0.34677)","(6950, 181.0, 0.51718)","(6950, 181.0, 0.51301)","(7179, 181.0, 0.42984)","(7228, 181.0, 0.34617)","(7228, 181.0, 0.34617)","(4428, 181.0, 1.12609)","(6609, 181.0, 0.60067)"
"(4428, 180.0, 1.12662)","(4428, 180.0, 1.12258)","(1358, 180.0, 0.59625)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12572)","(7228, 180.0, 0.34677)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12572)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12662)","(6874, 180.0, 0.91814)","(6874, 180.0, 0.91728)","(6874, 180.0, 0.91431)","(4428, 180.0, 1.12609)","(1358, 180.0, 0.59845)","(1358, 180.0, 0.59625)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12572)","(6936, 180.0, 0.37798)","(4428, 180.0, 1.12572)","(6874, 180.0, 0.91728)","(2261, 180.0, 1.40146)","(2261, 180.0, 1.40232)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12572)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12572)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12258)","(4429, 180.0, 0.65779)","(7228, 180.0, 0.34617)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12572)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12662)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12572)","(6874, 180.0, 0.91728)","(6874, 180.0, 0.91431)","(4428, 180.0, 1.12662)","(7228, 180.0, 0.34595)","(4428, 180.0, 1.12572)","(4428, 180.0, 1.12609)","(4428, 180.0, 1.12572)","(3563, 180.0, 0.62943)","(4428, 180.0, 1.12258)","(4428, 180.0, 1.12662)","(7228, 180.0, 0.34617)","(7228, 180.0, 0.34677)","(7228, 180.0, 0.34595)","(2226, 180.0, 0.9861)","(4428, 180.0, 1.12662)","(1957, 180.0, 1.23976)","(1957, 180.0, 1.23932)","(1957, 180.0, 1.23803)","(1957, 180.0, 1.23946)","(4428, 180.0, 1.12572)","(7228, 180.0, 0.34595)","(7228, 180.0, 0.34695)","(822, 180.0, 1.07728)","(1690, 180.0, 0.62055)","(4428, 180.0, 1.12662)","(7228, 180.0, 0.34695)","(2177, 180.0, 0.63024)"
"(6874, 179.0, 0.91814)","(6874, 179.0, 0.91431)","(4428, 179.0, 1.12258)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.5984)","(7151, 179.0, 0.30175)","(3563, 179.0, 0.6295)","(7151, 179.0, 0.30042)","(7151, 179.0, 0.30175)","(7151, 179.0, 0.30131)","(1358, 179.0, 0.5984)","(1358, 179.0, 0.5984)","(1358, 179.0, 0.59845)","(4428, 179.0, 1.12662)","(4428, 179.0, 1.12572)","(4428, 179.0, 1.12258)","(822, 179.0, 1.07851)","(4428, 179.0, 1.12662)","(4428, 179.0, 1.12258)","(1358, 179.0, 0.5984)","(1358, 179.0, 0.59714)","(2382, 179.0, 1.27578)","(1358, 179.0, 0.59714)","(1358, 179.0, 0.59714)","(322, 179.0, 0.31784)","(322, 179.0, 0.31714)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.59714)","(1358, 179.0, 0.59845)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.59845)","(1358, 179.0, 0.59714)","(6874, 179.0, 0.91814)","(1358, 179.0, 0.59625)","(4428, 179.0, 1.12609)","(1358, 179.0, 0.59845)","(7151, 179.0, 0.30042)","(6874, 179.0, 0.9176)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.59845)","(1358, 179.0, 0.59714)","(1358, 179.0, 0.5984)","(1358, 179.0, 0.59845)","(6874, 179.0, 0.91431)","(1358, 179.0, 0.59714)","(1358, 179.0, 0.59714)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.59845)","(1651, 179.0, 0.99568)","(1358, 179.0, 0.59714)","(7151, 179.0, 0.30131)","(1358, 179.0, 0.59714)","(6936, 179.0, 0.37578)","(1358, 179.0, 0.59625)","(1358, 179.0, 0.59845)","(4428, 179.0, 1.12662)","(4428, 179.0, 1.12572)","(4428, 179.0, 1.12258)","(6657, 179.0, 0.32768)","(1358, 179.0, 0.59845)","(6950, 179.0, 0.51296)","(6950, 179.0, 0.51363)","(6950, 179.0, 0.51718)","(6950, 179.0, 0.51301)","(1358, 179.0, 0.59714)","(3563, 179.0, 0.62943)","(3563, 179.0, 0.62903)","(6874, 179.0, 0.91728)","(1328, 179.0, 0.31347)","(1358, 179.0, 0.59845)","(7151, 179.0, 0.30131)","(6055, 179.0, 0.38179)"
