0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
"(2902, 190.0, 1.49547)","(2902, 190.0, 1.49547)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95674)","(3732, 190.0, 0.95538)","(2902, 190.0, 1.49547)","(2902, 190.0, 1.49357)","(2902, 190.0, 1.49145)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95148)","(3732, 190.0, 0.95674)","(3732, 190.0, 0.95148)","(3732, 190.0, 0.95719)","(2902, 190.0, 1.49547)","(2902, 190.0, 1.49357)","(2902, 190.0, 1.49145)","(2902, 190.0, 1.49487)","(2902, 190.0, 1.49487)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95674)","(2902, 190.0, 1.49145)","(2412, 190.0, 0.40584)","(3702, 190.0, 0.41783)","(3702, 190.0, 0.41308)","(2902, 190.0, 1.49357)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95719)","(3084, 190.0, 0.44713)","(3732, 190.0, 0.95674)","(2902, 190.0, 1.49145)","(815, 190.0, 0.45118)","(815, 190.0, 0.44776)","(815, 190.0, 0.45108)","(3732, 190.0, 0.95719)","(2902, 190.0, 1.49145)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95674)","(2902, 190.0, 1.49145)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95148)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95148)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95674)","(7067, 190.0, 0.90301)","(3732, 190.0, 0.95538)","(2930, 190.0, 1.16705)","(3732, 190.0, 0.95719)","(4308, 190.0, 0.33366)","(3732, 190.0, 0.95674)","(2902, 190.0, 1.49357)","(2902, 190.0, 1.49145)","(2902, 190.0, 1.49487)","(3732, 190.0, 0.95719)","(3732, 190.0, 0.95538)","(3732, 190.0, 0.95148)","(2902, 190.0, 1.49145)","(2902, 190.0, 1.49487)","(2902, 190.0, 1.49487)","(2930, 190.0, 1.16635)","(3732, 190.0, 0.95719)","(2902, 190.0, 1.49487)","(1938, 190.0, 0.74718)","(6188, 190.0, 0.83675)","(2930, 190.0, 1.16594)","(3147, 190.0, 1.04884)","(5953, 190.0, 0.40001)"
"(3732, 189.0, 0.95719)","(3732, 189.0, 0.95719)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49487)","(2902, 189.0, 1.49357)","(3732, 189.0, 0.95719)","(3732, 189.0, 0.95538)","(3732, 189.0, 0.95148)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49145)","(2902, 189.0, 1.49487)","(2902, 189.0, 1.49145)","(2902, 189.0, 1.49547)","(3732, 189.0, 0.95719)","(3732, 189.0, 0.95538)","(3732, 189.0, 0.95148)","(3732, 189.0, 0.95674)","(3732, 189.0, 0.95674)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49487)","(3732, 189.0, 0.95148)","(4317, 189.0, 0.3528)","(3732, 189.0, 0.95148)","(3732, 189.0, 0.95674)","(3732, 189.0, 0.95538)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49487)","(3732, 189.0, 0.95148)","(2930, 189.0, 1.16705)","(2930, 189.0, 1.16635)","(2930, 189.0, 1.16662)","(2902, 189.0, 1.49547)","(3732, 189.0, 0.95148)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49487)","(3732, 189.0, 0.95148)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49145)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49145)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49487)","(1938, 189.0, 0.74584)","(2902, 189.0, 1.49357)","(2902, 189.0, 1.49547)","(2902, 189.0, 1.49547)","(1552, 189.0, 0.94913)","(3147, 189.0, 1.05366)","(7157, 189.0, 0.37265)","(7157, 189.0, 0.37452)","(7157, 189.0, 0.37197)","(3147, 189.0, 1.05383)","(3147, 189.0, 1.05267)","(3147, 189.0, 1.04884)","(3732, 189.0, 0.95148)","(3732, 189.0, 0.95674)","(3732, 189.0, 0.95674)","(1938, 189.0, 0.74584)","(2902, 189.0, 1.49547)","(1965, 189.0, 1.10062)","(2404, 189.0, 0.93339)","(2930, 189.0, 1.16662)","(7157, 189.0, 0.37265)","(2902, 189.0, 1.49145)","(5739, 189.0, 0.28977)"
"(1938, 188.0, 0.74738)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74584)","(1680, 188.0, 0.42252)","(6854, 188.0, 0.5565)","(6854, 188.0, 0.56127)","(3147, 188.0, 1.05267)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74738)","(6188, 188.0, 0.83569)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74584)","(2902, 188.0, 1.49547)","(2902, 188.0, 1.49145)","(2902, 188.0, 1.49487)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74584)","(3147, 188.0, 1.05383)","(3147, 188.0, 1.05366)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74738)","(1938, 188.0, 0.74718)","(6178, 188.0, 0.9397)","(3147, 188.0, 1.05267)","(3147, 188.0, 1.05383)","(1938, 188.0, 0.74738)","(1995, 188.0, 0.52151)","(2902, 188.0, 1.49487)","(1938, 188.0, 0.74668)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74718)","(2902, 188.0, 1.49547)","(2902, 188.0, 1.49357)","(2902, 188.0, 1.49145)","(1938, 188.0, 0.74584)","(1938, 188.0, 0.74718)","(1938, 188.0, 0.74718)","(815, 188.0, 0.44776)","(1938, 188.0, 0.74738)","(815, 188.0, 0.45108)","(6713, 188.0, 1.36677)","(3147, 188.0, 1.05366)","(815, 188.0, 0.45071)","(3732, 188.0, 0.95148)","(6456, 188.0, 0.25071)"
"(3147, 187.0, 1.05383)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05366)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05366)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05383)","(2404, 187.0, 0.93359)","(2404, 187.0, 0.93248)","(2404, 187.0, 0.92971)","(2404, 187.0, 0.93339)","(2404, 187.0, 0.93339)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.05366)","(3147, 187.0, 1.04884)","(6642, 187.0, 0.38864)","(3938, 187.0, 0.38641)","(3938, 187.0, 0.38385)","(2404, 187.0, 0.93248)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05383)","(3732, 187.0, 0.95538)","(3147, 187.0, 1.05366)","(815, 187.0, 0.44776)","(1651, 187.0, 0.99988)","(1651, 187.0, 0.99493)","(1651, 187.0, 0.9995)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.04884)","(1938, 187.0, 0.74738)","(1938, 187.0, 0.74718)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05267)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05366)","(5440, 187.0, 0.4878)","(1938, 187.0, 0.74668)","(2404, 187.0, 0.93359)","(3147, 187.0, 1.05383)","(5709, 187.0, 0.25326)","(2404, 187.0, 0.93339)","(7176, 187.0, 0.63876)","(7176, 187.0, 0.63793)","(7176, 187.0, 0.63929)","(2404, 187.0, 0.93359)","(2404, 187.0, 0.93248)","(2404, 187.0, 0.92971)","(3147, 187.0, 1.04884)","(3147, 187.0, 1.05366)","(3147, 187.0, 1.05366)","(2944, 187.0, 0.45655)","(3147, 187.0, 1.05383)","(3147, 187.0, 1.05366)","(3732, 187.0, 0.95674)","(2404, 187.0, 0.93339)","(2902, 187.0, 1.49357)","(815, 187.0, 0.44776)","(4727, 187.0, 0.45844)"
"(2404, 186.0, 0.93359)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93339)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.92971)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.92971)","(2404, 186.0, 0.93339)","(2404, 186.0, 0.92971)","(2404, 186.0, 0.93359)","(3147, 186.0, 1.05383)","(3147, 186.0, 1.05267)","(3147, 186.0, 1.04884)","(3147, 186.0, 1.05366)","(3147, 186.0, 1.05366)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.93339)","(2404, 186.0, 0.92971)","(3147, 186.0, 1.04884)","(959, 186.0, 0.18932)","(959, 186.0, 0.18478)","(1938, 186.0, 0.74668)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93359)","(1938, 186.0, 0.74668)","(2404, 186.0, 0.93339)","(2404, 186.0, 0.92971)","(5440, 186.0, 0.48152)","(5440, 186.0, 0.4878)","(5440, 186.0, 0.48184)","(2404, 186.0, 0.93359)","(815, 186.0, 0.44776)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93339)","(815, 186.0, 0.44776)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.92971)","(2404, 186.0, 0.93248)","(2404, 186.0, 0.92971)","(2404, 186.0, 0.93359)","(2404, 186.0, 0.93339)","(926, 186.0, 0.28207)","(2404, 186.0, 0.93248)","(1938, 186.0, 0.74738)","(2404, 186.0, 0.93359)","(4203, 186.0, 0.41815)","(815, 186.0, 0.45108)","(1651, 186.0, 0.99823)","(1651, 186.0, 0.99493)","(1651, 186.0, 0.9995)","(1938, 186.0, 0.74738)","(1938, 186.0, 0.74668)","(1938, 186.0, 0.74584)","(815, 186.0, 0.44776)","(2404, 186.0, 0.93339)","(2404, 186.0, 0.93339)","(3732, 186.0, 0.95148)","(2404, 186.0, 0.93359)","(1795, 186.0, 0.22025)","(3147, 186.0, 1.05366)","(3938, 186.0, 0.38385)","(7229, 186.0, 0.32126)","(2404, 186.0, 0.92971)","(1584, 186.0, 0.34914)"
"(815, 185.0, 0.45118)","(815, 185.0, 0.45118)","(815, 185.0, 0.45118)","(815, 185.0, 0.45108)","(815, 185.0, 0.45071)","(815, 185.0, 0.45118)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(815, 185.0, 0.45118)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(815, 185.0, 0.45108)","(815, 185.0, 0.44776)","(815, 185.0, 0.45118)","(815, 185.0, 0.45118)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(815, 185.0, 0.45108)","(815, 185.0, 0.45108)","(815, 185.0, 0.45071)","(815, 185.0, 0.45108)","(815, 185.0, 0.44776)","(2011, 185.0, 0.97569)","(3084, 185.0, 0.45025)","(3084, 185.0, 0.44583)","(3084, 185.0, 0.44713)","(815, 185.0, 0.45118)","(815, 185.0, 0.45118)","(5440, 185.0, 0.48326)","(815, 185.0, 0.45108)","(3147, 185.0, 1.04884)","(6188, 185.0, 0.83697)","(6188, 185.0, 0.8323)","(6188, 185.0, 0.83675)","(815, 185.0, 0.45118)","(2404, 185.0, 0.92971)","(815, 185.0, 0.45118)","(815, 185.0, 0.45108)","(2404, 185.0, 0.92971)","(815, 185.0, 0.45071)","(815, 185.0, 0.45071)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(815, 185.0, 0.45118)","(815, 185.0, 0.45108)","(5515, 185.0, 0.29573)","(815, 185.0, 0.45071)","(6188, 185.0, 0.83697)","(815, 185.0, 0.45118)","(7250, 185.0, 0.35817)","(1938, 185.0, 0.74718)","(2944, 185.0, 0.45984)","(2944, 185.0, 0.45655)","(2944, 185.0, 0.46078)","(815, 185.0, 0.45118)","(815, 185.0, 0.45071)","(815, 185.0, 0.44776)","(2404, 185.0, 0.92971)","(6188, 185.0, 0.83675)","(815, 185.0, 0.45108)","(6370, 185.0, 0.25952)","(815, 185.0, 0.45118)","(3732, 185.0, 0.95674)","(7229, 185.0, 0.32033)","(2902, 185.0, 1.49487)","(3732, 185.0, 0.95538)","(6188, 185.0, 0.8323)","(946, 185.0, 0.66238)"
"(3084, 184.0, 0.44535)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83675)","(6188, 184.0, 0.83569)","(3084, 184.0, 0.44535)","(3084, 184.0, 0.44713)","(3084, 184.0, 0.45025)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83675)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83675)","(3084, 184.0, 0.44583)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.83675)","(6188, 184.0, 0.8323)","(3968, 184.0, 0.29318)","(3213, 184.0, 1.46507)","(3213, 184.0, 1.46763)","(815, 184.0, 0.45071)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83697)","(2404, 184.0, 0.93248)","(6188, 184.0, 0.83675)","(6188, 184.0, 0.8323)","(3732, 184.0, 0.95719)","(3732, 184.0, 0.95148)","(3732, 184.0, 0.95674)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83675)","(3084, 184.0, 0.45025)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83675)","(1651, 184.0, 0.99493)","(6188, 184.0, 0.83569)","(3084, 184.0, 0.44535)","(6188, 184.0, 0.83697)","(386, 184.0, 0.30503)","(6188, 184.0, 0.83675)","(6713, 184.0, 1.36532)","(6713, 184.0, 1.36302)","(6713, 184.0, 1.36677)","(6188, 184.0, 0.83697)","(6188, 184.0, 0.83569)","(6188, 184.0, 0.8323)","(6188, 184.0, 0.8323)","(815, 184.0, 0.45108)","(6188, 184.0, 0.83675)","(7176, 184.0, 0.63793)","(6188, 184.0, 0.83697)","(3084, 184.0, 0.44583)","(2930, 184.0, 1.16662)","(517, 184.0, 0.86019)","(3147, 184.0, 1.05267)","(1938, 184.0, 0.74584)","(5553, 184.0, 0.42224)"
"(6188, 183.0, 0.83697)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44583)","(3084, 183.0, 0.44713)","(6188, 183.0, 0.83697)","(6188, 183.0, 0.83569)","(6188, 183.0, 0.8323)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44583)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44583)","(6188, 183.0, 0.83675)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.44583)","(3084, 183.0, 0.45025)","(2231, 183.0, 0.29323)","(2899, 183.0, 0.44345)","(2899, 183.0, 0.43979)","(7229, 183.0, 0.32126)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44535)","(3147, 183.0, 1.05267)","(3084, 183.0, 0.44583)","(3084, 183.0, 0.45025)","(7176, 183.0, 0.63962)","(7176, 183.0, 0.63793)","(7176, 183.0, 0.63929)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44583)","(6188, 183.0, 0.8323)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44583)","(1541, 183.0, 0.86967)","(3084, 183.0, 0.44713)","(1795, 183.0, 0.21997)","(3084, 183.0, 0.44535)","(5246, 183.0, 0.49011)","(3084, 183.0, 0.44583)","(6370, 183.0, 0.25681)","(6370, 183.0, 0.25952)","(6370, 183.0, 0.2556)","(3084, 183.0, 0.44535)","(3084, 183.0, 0.44713)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.45025)","(3084, 183.0, 0.44583)","(3084, 183.0, 0.44583)","(2404, 183.0, 0.92971)","(3084, 183.0, 0.44535)","(2930, 183.0, 1.16662)","(7302, 183.0, 0.9581)","(1795, 183.0, 0.22025)","(3084, 183.0, 0.44713)","(7229, 183.0, 0.3224)","(7082, 183.0, 0.51792)"
"(7176, 182.0, 0.63962)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63962)","(1795, 182.0, 0.21975)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63793)","(7229, 182.0, 0.3224)","(6133, 182.0, 0.4484)","(6133, 182.0, 0.44771)","(6188, 182.0, 0.83569)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63962)","(1871, 182.0, 0.62904)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63793)","(1871, 182.0, 0.63016)","(1871, 182.0, 0.62635)","(1871, 182.0, 0.63002)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63929)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63876)","(7176, 182.0, 0.63793)","(7176, 182.0, 0.63962)","(7176, 182.0, 0.63929)","(7172, 182.0, 0.42284)","(7176, 182.0, 0.63876)","(815, 182.0, 0.45118)","(6713, 182.0, 1.36754)","(7067, 182.0, 0.90583)","(1795, 182.0, 0.22025)","(5440, 182.0, 0.48326)","(5440, 182.0, 0.4878)","(5440, 182.0, 0.48184)","(7229, 182.0, 0.31962)","(7229, 182.0, 0.32126)","(7229, 182.0, 0.3224)","(7176, 182.0, 0.63793)","(1795, 182.0, 0.22025)","(7176, 182.0, 0.63929)","(3084, 182.0, 0.45025)","(7176, 182.0, 0.63962)","(7148, 182.0, 0.33289)","(7157, 182.0, 0.37197)","(815, 182.0, 0.45108)","(6188, 182.0, 0.83569)","(7176, 182.0, 0.63793)","(5348, 182.0, 0.3432)"
"(6713, 181.0, 1.36754)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36302)","(1795, 181.0, 0.21997)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36302)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36302)","(6713, 181.0, 1.36754)","(1795, 181.0, 0.21997)","(6713, 181.0, 1.36532)","(1795, 181.0, 0.21738)","(1795, 181.0, 0.22025)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36302)","(3974, 181.0, 0.73351)","(5950, 181.0, 0.44226)","(5950, 181.0, 0.44721)","(1795, 181.0, 0.21975)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36754)","(2930, 181.0, 1.16594)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36302)","(2404, 181.0, 0.93359)","(2404, 181.0, 0.92971)","(2404, 181.0, 0.93339)","(6713, 181.0, 1.36754)","(1795, 181.0, 0.21738)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36677)","(6713, 181.0, 1.36302)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36302)","(6713, 181.0, 1.36532)","(6713, 181.0, 1.36302)","(6713, 181.0, 1.36754)","(6713, 181.0, 1.36677)","(6445, 181.0, 0.92503)","(6713, 181.0, 1.36532)","(1358, 181.0, 0.59838)","(7176, 181.0, 0.63962)","(3404, 181.0, 0.49297)","(7176, 181.0, 0.63929)","(3116, 181.0, 1.36101)","(3116, 181.0, 1.35868)","(3116, 181.0, 1.36217)","(1795, 181.0, 0.21997)","(1795, 181.0, 0.21975)","(1795, 181.0, 0.21738)","(6713, 181.0, 1.36302)","(1358, 181.0, 0.59807)","(6713, 181.0, 1.36677)","(1795, 181.0, 0.21738)","(6713, 181.0, 1.36754)","(3938, 181.0, 0.38385)","(7148, 181.0, 0.33289)","(7229, 181.0, 0.32033)","(2798, 181.0, 1.01857)","(6713, 181.0, 1.36302)","(6775, 181.0, 0.34439)"
"(1795, 180.0, 0.21997)","(1795, 180.0, 0.21997)","(1795, 180.0, 0.21997)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21997)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21738)","(7229, 180.0, 0.31962)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21738)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21738)","(1795, 180.0, 0.21997)","(6713, 180.0, 1.36754)","(7280, 180.0, 0.51118)","(6713, 180.0, 1.36302)","(6713, 180.0, 1.36677)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21738)","(517, 180.0, 0.85797)","(1137, 180.0, 0.2435)","(1137, 180.0, 0.2459)","(6713, 180.0, 1.36532)","(1795, 180.0, 0.21997)","(1795, 180.0, 0.21997)","(7302, 180.0, 0.95727)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21738)","(2944, 180.0, 0.46138)","(2944, 180.0, 0.45655)","(2944, 180.0, 0.46078)","(7302, 180.0, 0.95814)","(6713, 180.0, 1.36302)","(1795, 180.0, 0.21997)","(1795, 180.0, 0.22025)","(1795, 180.0, 0.21738)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21738)","(1795, 180.0, 0.21975)","(1795, 180.0, 0.21738)","(2944, 180.0, 0.46138)","(1795, 180.0, 0.22025)","(2029, 180.0, 0.67437)","(1795, 180.0, 0.21975)","(7280, 180.0, 0.51176)","(7229, 180.0, 0.31962)","(3264, 180.0, 0.37321)","(6713, 180.0, 1.36677)","(5532, 180.0, 0.31559)","(5532, 180.0, 0.31267)","(5532, 180.0, 0.31654)","(7176, 180.0, 0.63962)","(7176, 180.0, 0.63876)","(7176, 180.0, 0.63793)","(1795, 180.0, 0.21738)","(6713, 180.0, 1.36677)","(1795, 180.0, 0.22025)","(6713, 180.0, 1.36302)","(1795, 180.0, 0.21997)","(7280, 180.0, 0.51151)","(7176, 180.0, 0.63929)","(1009, 180.0, 0.4631)","(7200, 180.0, 0.47575)","(3084, 180.0, 0.45025)","(5471, 180.0, 0.35498)"
"(7302, 179.0, 0.95814)","(2944, 179.0, 0.46138)","(2944, 179.0, 0.46138)","(2944, 179.0, 0.46078)","(7302, 179.0, 0.95727)","(2944, 179.0, 0.46138)","(2944, 179.0, 0.45984)","(2944, 179.0, 0.45655)","(2944, 179.0, 0.46138)","(7229, 179.0, 0.32126)","(7229, 179.0, 0.3224)","(7229, 179.0, 0.32033)","(7302, 179.0, 0.95389)","(7302, 179.0, 0.95814)","(7280, 179.0, 0.51176)","(7302, 179.0, 0.95727)","(7280, 179.0, 0.50854)","(7302, 179.0, 0.9581)","(2944, 179.0, 0.46078)","(7302, 179.0, 0.95727)","(7302, 179.0, 0.9581)","(7229, 179.0, 0.3224)","(6969, 179.0, 0.99309)","(2902, 179.0, 1.49145)","(2902, 179.0, 1.49487)","(3938, 179.0, 0.38464)","(7302, 179.0, 0.95814)","(7302, 179.0, 0.95814)","(6370, 179.0, 0.25681)","(7302, 179.0, 0.9581)","(2944, 179.0, 0.45655)","(7280, 179.0, 0.51176)","(7280, 179.0, 0.50854)","(7280, 179.0, 0.51151)","(1795, 179.0, 0.21997)","(7302, 179.0, 0.95389)","(7229, 179.0, 0.31962)","(7229, 179.0, 0.32033)","(2944, 179.0, 0.45655)","(7302, 179.0, 0.95727)","(7302, 179.0, 0.95727)","(7302, 179.0, 0.95727)","(7302, 179.0, 0.95389)","(7302, 179.0, 0.95727)","(7302, 179.0, 0.95389)","(1795, 179.0, 0.21997)","(7302, 179.0, 0.9581)","(1081, 179.0, 0.22757)","(7229, 179.0, 0.32126)","(7229, 179.0, 0.31962)","(1795, 179.0, 0.21997)","(4034, 179.0, 0.31052)","(7280, 179.0, 0.51151)","(1358, 179.0, 0.59733)","(1358, 179.0, 0.59638)","(1358, 179.0, 0.59807)","(6713, 179.0, 1.36754)","(6713, 179.0, 1.36532)","(6713, 179.0, 1.36302)","(2944, 179.0, 0.45655)","(7176, 179.0, 0.63929)","(2944, 179.0, 0.46078)","(5440, 179.0, 0.4878)","(7302, 179.0, 0.95814)","(7297, 179.0, 0.36717)","(1795, 179.0, 0.22025)","(3084, 179.0, 0.44583)","(1651, 179.0, 0.99823)","(1358, 179.0, 0.59638)","(6087, 179.0, 0.29312)"
