25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
276,1990;2854;5516;3824;2769;1236;5382;5283;4639;4794;2821;1370;2827;1840;5648;2784;4055;2419;2387;3279;1410;1727;3964;1251;3858,daytime:night,353;25,3620;24,3900;23,14;22,339;21,3255;20,107;19,84;18,6545;17,6091;16,1948;15,2268;14,624;13,2124;12,1749;11,3;10,3774;9,1725;8,1349;7,460;6,406;5,4997;4,993;3,60;2,960;1
276,5219;1329;4630;5806;2801;3134;1558;2787;5393;3678;1583;4632;6312;6283;3438;6774;6291;2199;754;1404;4776,daytime:afternoon,353;25,3620;24,3900;23,14;22,339;21,3255;20,107;19,84;18,6545;17,6091;16,1948;15,2268;14,624;13,2124;12,1749;11,3;10,6141;9,1725;8,1349;7,460;6,406;5,4997;4,993;3,60;2,960;1
198,3503;527;657;3909;1658;3810;740;1005;256;682;7102;3330;2268;2253;3470;4117;5221;6041;3620,daytime:evening,1131;25,742;24,54;23,6141;22,6801;21,2031;20,2063;19,270;18,2372;17,168;16,214;15,181;14,95;13,1242;12,905;11,974;10,1685;9,457;8,284;7,132;6,6134;5,657;4,148;3,430;2,2650;1
198,3682;386;1022;6901;4578;2495;55;54;4437;1417;5711;5323;971;867;6141;4058;6245;4915;2976;6846;132;974;716;2644,daytime:night,1131;25,742;24,184;23,54;22,6141;21,6801;20,2031;19,2063;18,270;17,2372;16,168;15,214;14,95;13,1242;12,1196;11,905;10,974;9,646;8,1685;7,457;6,132;5,6134;4,657;3,148;2,430;1
198,3313;84;7033;4830;6499;6274;6180;2927;469;325;474;3799;2586;4065;960;264;4273;2430;6354,daytime:afternoon,1131;25,742;24,184;23,54;22,6141;21,6801;20,2031;19,2063;18,270;17,2372;16,168;15,214;14,181;13,95;12,1242;11,1196;10,905;9,974;8,646;7,1685;6,457;5,284;4,132;3,6134;2,657;1
333,3177;386;1135;227;198;2377;1583;4769;5748;7024;6633;1057,daytime:morning,136;25,4404;24,3620;23,2894;22,2183;21,1225;20,386;19,604;18,1940;17,742;16,6312;15,2938;14,2792;13,3561;12,4636;11,5284;10,632;9,3975;8,4977;7,312;6,281;5,6639;4,63;3,60;2,3028;1
333,2556;44;2684;2095;4137;5703;3915;3850;4762;232;4270,daytime:evening,136;25,4404;24,3620;23,2894;22,2183;21,1225;20,386;19,604;18,1940;17,6312;16,2938;15,2792;14,7036;13,3561;12,4636;11,5284;10,632;9,3975;8,4977;7,312;6,281;5,6639;4,63;3,60;2,3028;1
333,3185;1734;1478;3984;1097;3630;2970;818;1446;1769;1137;1726;7161,daytime:night,136;25,4404;24,3620;23,2894;22,2183;21,1225;20,386;19,604;18,1940;17,742;16,6312;15,2938;14,2792;13,7036;12,3561;11,4636;10,5284;9,632;8,3975;7,4977;6,312;5,281;4,6639;3,63;2,60;1
333,1790;2506;6387;1754;3302;2876;5652;2604;5367;2401;263;6250;3028;4708;1935,daytime:afternoon,136;25,4404;24,3620;23,2894;22,2183;21,1225;20,386;19,1940;18,742;17,6312;16,2938;15,2792;14,7036;13,3561;12,4636;11,5284;10,632;9,3975;8,4977;7,312;6,281;5,6639;4,60;3,3028;2,642;1
112,2661;4344;6809;7071;2710;5317;2534;4261;495;2174,daytime:morning,708;25,3827;24,4748;23,673;22,1038;21,2042;20,6809;19,4490;18,3763;17,987;16,589;15,994;14,695;13,3636;12,3017;11,612;10,391;9,3729;8,2669;7,1055;6,5337;5,5328;4,775;3,437;2,5411;1
112,5259;6136;108;3242,daytime:night,708;25,3827;24,4748;23,673;22,1038;21,2462;20,3039;19,2042;18,6809;17,134;16,4490;15,3763;14,987;13,589;12,994;11,695;10,3636;9,1986;8,3017;7,612;6,391;5,1737;4,3729;3,2669;2,1055;1
112,2606;6311;3421;2959;722;94,daytime:afternoon,708;25,3827;24,4748;23,673;22,2462;21,3039;20,2042;19,6809;18,134;17,4490;16,3763;15,987;14,589;13,3636;12,1986;11,3017;10,391;9,1737;8,3729;7,2669;6,1055;5,5337;4,5328;3,775;2,1440;1
141,1033;1613;769;5165;403;4003;5975;6251;5221;575;4567;6139;3638;1112;14;2580;2724;3086;6142;19;3379;5425;723;4849,daytime:morning,60;25,189;24,3975;23,3620;22,1276;21,3521;20,63;19,4977;18,232;17,762;16,6639;15,2372;14,353;13,2392;12,2940;11,5731;10,1148;9,2082;8,2183;7,1281;6,545;5,2164;4,136;3,4996;2,3383;1
141,1278;2649;1313;5776;1834;5053;4887;1661;4573;850;6091;3620;1740;5069;448;3831;6796;3272;1341;1966;4696;3589;30;2501;6530;1349;5310;5802;761;1524,daytime:evening,1883;25,3975;24,3620;23,1276;22,3521;21,942;20,4977;19,232;18,762;17,263;16,6639;15,3158;14,2372;13,353;12,2940;11,1148;10,2082;9,2183;8,1281;7,545;6,2164;5,1329;4,136;3,4996;2,3383;1
141,817;755;4507;4893;1408;1006;1863;232;3471;5095;3587;7108;3748;1790;4795;3492;2842;1153;2904;629;3173;6639;6952;5973;7024;4415;614;2949;7013;5643;1764;6787;7118;806,daytime:night,60;25,1883;24,189;23,3975;22,3620;21,1276;20,942;19,63;18,4977;17,232;16,762;15,263;14,6639;13,3158;12,2372;11,2392;10,2940;9,5731;8,1148;7,2082;6,2183;5,1281;4,545;3,2164;2,1329;1
141,5615;4920;3651;3857;6708;53;266;2604;3799;2346;4731;1425;4734;2224;3655;1838;6867;7011;2434;1726;270;2176;6230;1057,daytime:afternoon,60;25,1883;24,189;23,3975;22,3620;21,3521;20,942;19,63;18,4977;17,232;16,762;15,263;14,6639;13,3158;12,353;11,2392;10,5731;9,1148;8,2082;7,2183;6,1281;5,545;4,2164;3,1329;2,136;1
235,774;2236;207;889;7100;5052;6363;2817;2378;4942;2605;2888;1350;7131;604;5948;3772;1496;1694;4825;3774;6630;2001;1021,daytime:morning,7100;25,3900;24,4620;23,3357;22,3508;21,2425;20,5686;19,3645;18,107;17,2450;16,757;15,3861;14,2512;13,771;12,354;11,994;10,545;9,604;8,769;7,3774;6,4972;5,4930;4,2951;3,28;2,3701;1
235,4826;1371;5351;2967;2705;4788;2801;1052;6338;5334;6129;3717;1385;7042;6572;241;137;2448;1983;3514;6007;3404;1908;6659,daytime:evening,7100;25,3900;24,4997;23,3357;22,3508;21,353;20,2425;19,5686;18,3645;17,107;16,2450;15,757;14,1898;13,2512;12,771;11,354;10,994;9,545;8,604;7,4852;6,769;5,1622;4,3774;3,4972;2,4930;1
235,4061;4653;6622;5889;3384;1031;2233;1656;5702,daytime:night,7100;25,3900;24,4620;23,4997;22,3357;21,3508;20,353;19,2425;18,5686;17,3645;16,107;15,2450;14,757;13,3861;12,1898;11,2512;10,771;9,354;8,994;7,545;6,604;5,4852;4,769;3,1622;2,3774;1
302,2019;2177;5377;4204;5627;3850;6708;2313;4221;5908;6300;2490;2448;6825;2677;5363;4244;1021;4623;4140;4019;5408;2705;6581;6332;1223;6252;2431;5693;1586;3511;4484,daytime:morning,3701;25,7100;24,942;23,232;22,3357;21,353;20,3521;19,3774;18,4852;17,3975;16,604;15,1701;14,3645;13,1936;12,4930;11,4196;10,60;9,2059;8,1622;7,1970;6,6639;5,3900;4,2349;3,3317;2,3424;1
302,6258;2809;5867;1550;733;5952;1496;5770;4314;2916;6257;4716;4886;2947;570;3487;4554;6183;624;5026;1614;859;6330;5104;5264;5132;439;3979;525;4961;1715;3940;4849;3192,daytime:evening,3701;25,7100;24,942;23,545;22,232;21,353;20,3521;19,4852;18,3975;17,604;16,1701;15,3645;14,5401;13,4930;12,4196;11,60;10,2059;9,1622;8,1970;7,5167;6,6639;5,3900;4,2349;3,3317;2,3424;1
302,4978;4912;2274;5112;6797;1136;5165;1275;5126;4876;2308;4331;1485;2777;984;1774;5392;2525;1484;6894;3420;6857;4930;5296;5444;4686;3929;3344;2631;3743;851,daytime:night,3701;25,7100;24,942;23,545;22,232;21,3357;20,353;19,3521;18,3774;17,3975;16,604;15,1701;14,3645;13,5401;12,1936;11,4930;10,4196;9,60;8,2059;7,1622;6,1970;5,5167;4,6639;3,3900;2,2349;1
302,3839;2192;2790;4713;1839;3658;5031;3163;5773;777;2537;4239;6095;1317;2059;4860;4586;4457;1683;2266;4131;5059;1294;3467;3058,daytime:afternoon,7100;25,942;24,545;23,232;22,3357;21,353;20,3521;19,3774;18,4852;17,3975;16,604;15,1701;14,3645;13,5401;12,1936;11,4930;10,4196;9,60;8,2059;7,1622;6,5167;5,6639;4,3900;3,2349;2,3317;1
256,4352;1854;4184;7;6700;1657;3359;2457;2763;2692,daytime:morning,2372;25,184;24,742;23,60;22,1196;21,270;20,189;19,291;18,232;17,740;16,2650;15,6904;14,1417;13,1685;12,3028;11,2558;10,3444;9,6702;8,181;7,95;6,2164;5,136;4,1335;3,1242;2,4048;1
256,84;1778;518;390;6796;4444;3526;29;68;2558,daytime:evening,2372;25,742;24,60;23,1196;22,270;21,6141;20,189;19,291;18,942;17,232;16,54;15,740;14,2650;13,6904;12,1685;11,3028;10,2558;9,3444;8,6702;7,181;6,95;5,2164;4,136;3,1335;2,1242;1
256,1929;1754;249;2355;4390;7036;427;3054;3521;5951;2604;3285;3123;6682;1061;7013;621;6867;7254;2453;270,daytime:night,2372;25,184;24,742;23,1196;22,270;21,6141;20,189;19,291;18,942;17,232;16,54;15,740;14,2650;13,1417;12,1685;11,2558;10,3444;9,6702;8,181;7,95;6,2164;5,136;4,1335;3,1242;2,4048;1
256,207;284;679;6838;5214;456;4931;5661;1226,daytime:afternoon,2372;25,184;24,742;23,60;22,270;21,6141;20,189;19,942;18,232;17,54;16,740;15,2650;14,6904;13,1417;12,1685;11,3028;10,2558;9,3444;8,6702;7,181;6,95;5,2164;4,136;3,1335;2,1242;1
290,4202;6799;1879,daytime:morning,136;25,232;24,270;23,95;22,3353;21,3575;20,2894;19,2372;18,86;17,1131;16,974;15,420;14,1097;13,457;12,2490;11,1936;10,84;9,60;8,257;7,3417;6,3532;5,1775;4,5730;3,54;2,456;1
290,2338;3267;41;1752,daytime:evening,136;25,232;24,270;23,95;22,3353;21,3575;20,2894;19,2372;18,86;17,1131;16,974;15,420;14,1097;13,457;12,2490;11,1936;10,84;9,60;8,3417;7,3532;6,1775;5,5730;4,54;3,456;2,189;1
290,4636;2649;1401;3405,daytime:afternoon,232;25,270;24,95;23,3575;22,2894;21,2372;20,86;19,1131;18,974;17,420;16,1097;15,457;14,2490;13,1936;12,84;11,60;10,257;9,3417;8,3532;7,1775;6,54;5,456;4,189;3,3620;2,222;1
44,2104;2406;1139;3770;4619;2526;1507;5073;291;2946;341;5578;1221;3058,daytime:morning,2894;25,3620;24,86;23,60;22,6141;21,974;20,942;19,456;18,84;17,1936;16,1166;15,232;14,95;13,742;12,1335;11,905;10,250;9,54;8,184;7,136;6,7143;5,270;4,173;3,6312;2,5973;1
44,2823;5193;3672;622;862;226;1528;1607;439;4655;4913;3708;1578;4917;1352;5633;1219;1490;87,daytime:evening,2894;25,3620;24,86;23,60;22,6141;21,974;20,942;19,456;18,84;17,1166;16,232;15,95;14,742;13,1335;12,905;11,250;10,184;9,136;8,7143;7,270;6,173;5,6312;4,5973;3,189;2,2372;1
315,5402;6216;399;1363;4467;1706;2962;3044;4430;270;6134;657;6495;2826;3407;2451;6378;3230;4123;2563;3240;1037;2560;2166;1533;6127,daytime:morning,923;25,726;24,2678;23,2699;22,54;21,5584;20,4467;19,1450;18,6280;17,1102;16,399;15,3088;14,6158;13,6549;12,4282;11,5694;10,657;9,4462;8,5040;7,2110;6,344;5,3044;4,2595;3,2505;2,641;1
315,2293;4529;5319;5358;3856;6271;2837;4017;204;3190;3099;496;5469;3439;2505;4920;2101;4307;989;5040;430;1412;1969;2591;2430;621;4199;3010;2678;2946;6202;1882;4340,daytime:evening,1131;25,923;24,726;23,2678;22,2699;21,54;20,5584;19,4467;18,1450;17,6280;16,1102;15,399;14,6158;13,6549;12,4282;11,703;10,5694;9,657;8,4462;7,5040;6,2110;5,4071;4,344;3,3044;2,2595;1
315,2735;3144;2640;1213;4502;3283;3801;3000;3867;1117;3690;312;4947;398;4384;317;2564;5202;4483;2244;4220;3969,daytime:night,1131;25,923;24,726;23,2678;22,2699;21,54;20,5584;19,4467;18,6280;17,1102;16,399;15,3088;14,6158;13,6549;12,4282;11,703;10,5694;9,657;8,4462;7,5040;6,2110;5,4071;4,344;3,3044;2,2595;1
315,1095;3785;3504;3019;1570;6779;5021;6195;4421;1877;1175;1636;4645;519;444;4369;2931;1810;5572;5443;5054;180;1403;5995;5140;75;585;2366;4216;80;4191;2098;4167;4215;2848;2115;3998;3360;5946;2304;4671;293;3689;5603;4809;2330;306;252;4282;2172;897;6371,daytime:afternoon,1131;25,923;24,726;23,2678;22,2699;21,54;20,4467;19,1450;18,6280;17,1102;16,399;15,3088;14,6158;13,6549;12,4282;11,703;10,657;9,4462;8,5040;7,4071;6,344;5,3044;4,2505;3,641;2,3736;1
76,5935;2441;4749;3903;4616;4432;2338;2858;4573;1613;4106;310;428;6073;3163;570,daytime:morning,3892;25,3953;24,3975;23,1510;22,4854;21,481;20,1569;19,6385;18,5733;17,5044;16,1066;15,5515;14,3231;13,5811;12,3939;11,4925;10,1413;9,6406;8,2894;7,1935;6,4817;5,4418;4,3841;3,1566;2,5770;1
76,3932;4949;4537;3850;1292;3665;412;3182;1004;4309;4653;6878;3753;2905;3934;1503;4980;269;1087;1935;4348,daytime:evening,3892;25,3975;24,1510;23,4854;22,481;21,1569;20,6385;19,4641;18,5733;17,5044;16,4487;15,1066;14,5515;13,3231;12,5811;11,3939;10,4925;9,2378;8,1413;7,6406;6,1935;5,4418;4,3841;3,1566;2,2880;1
76,2517;4413;3302;3486;3187;6038;3629;1946;6757;4025;4990;4230;4716;3806;658;4263;851,daytime:night,3953;25,3975;24,1510;23,4854;22,481;21,1569;20,6385;19,4641;18,5733;17,5044;16,4487;15,1066;14,5515;13,5811;12,3939;11,4925;10,2378;9,1413;8,6406;7,2894;6,1935;5,4817;4,1566;3,5770;2,2880;1
76,3808;5949;4553;1007;4401;5912;5892;1099;2217;1579;3707;3206,daytime:afternoon,3892;25,3953;24,1510;23,481;22,1569;21,6385;20,4641;19,5733;18,5044;17,4487;16,5515;15,3231;14,5811;13,3939;12,4925;11,2378;10,1413;9,6406;8,2894;7,1935;6,4817;5,4418;4,3841;3,1566;2,5770;1
60,7190;1440;6076;987;3046;1667;1986;3911;7150;2462;2874;495,daytime:morning,2462;25,612;24,1986;23,3312;22,4748;21,3827;20,318;19,708;18,2669;17,7157;16,3039;15,695;14,65;13,6238;12,4544;11,3541;10,3986;9,6204;8,437;7,6817;6,1440;5,6664;4,6669;3,391;2,2042;1
60,3541;161,daytime:evening,2462;25,612;24,1986;23,3312;22,4748;21,3827;20,1737;19,318;18,708;17,2669;16,6534;15,2674;14,7157;13,2174;12,3039;11,65;10,4544;9,3541;8,6204;7,437;6,3308;5,6390;4,1440;3,2824;2,2964;1
60,7050;4938;2235;6889;2065;942;190;4563;888,daytime:night,2462;25,612;24,1986;23,3312;22,4748;21,3827;20,1737;19,708;18,6534;17,2674;16,7157;15,2174;14,3039;13,695;12,6238;11,4544;10,3541;9,3986;8,6204;7,3308;6,6390;5,6817;4,1440;3,2824;2,2964;1
60,3859;6136;2081;1133;1130;1577,daytime:afternoon,2462;25,612;24,1986;23,3312;22,4748;21,1737;20,318;19,708;18,2669;17,6534;16,2674;15,7157;14,2174;13,3039;12,695;11,65;10,6238;9,3541;8,3986;7,6204;6,437;5,3308;4,6390;3,6817;2,1440;1
116,43;143;286;5018;1315,daytime:morning,6054;25,6913;24,1282;23,1017;22,776;21,7223;20,6512;19,7130;18,1266;17,1564;16,6047;15,2011;14,7116;13,1383;12,7099;11,6035;10,2227;9,5524;8,890;7,550;6,7141;5,3703;4,3798;3,7142;2,511;1
116,1433;498,daytime:evening,1017;25,1832;24,7252;23,776;22,6512;21,7130;20,1266;19,2011;18,7178;17,7099;16,154;15,5524;14,2695;13,3703;12,3798;11,7142;10,1224;9,5901;8,907;7,2950;6,6671;5,6459;4,20;3,3001;2,6665;1
332,3321;3254;128;5189;4408;3346;3293;3940;3557,daytime:evening,214;25,95;24,267;23,2372;22,54;21,1883;20,1231;19,270;18,335;17,1365;16,1196;15,6141;14,71;13,132;12,2063;11,1684;10,430;9,519;8,178;7,1166;6,69;5,456;4,86;3,60;2,1775;1
332,1240;4920;2268;3750,daytime:night,214;25,95;24,267;23,2372;22,54;21,1883;20,1231;19,270;18,335;17,1365;16,1196;15,6141;14,71;13,132;12,2063;11,1684;10,430;9,519;8,178;7,1166;6,69;5,456;4,86;3,60;2,742;1
84,2452;757;86;6201;3672,daytime:afternoon,270;25,2372;24,54;23,923;22,344;21,1775;20,178;19,95;18,136;17,368;16,1014;15,1304;14,2063;13,1131;12,1035;11,2650;10,69;9,657;8,291;7,3353;6,17;5,7;4,2385;3,1499;2,320;1
106,3644;6480;227;25;1158;4675;4251,daytime:evening,1131;25,6280;24,1102;23,5040;22,2946;21,1960;20,3088;19,252;18,981;17,4282;16,3575;15,420;14,2699;13,923;12,1450;11,2678;10,38;9,3217;8,3551;7,6158;6,726;5,606;4,1645;3,386;2,4791;1
106,3577;2831;3584;184;4190;3856,daytime:night,1131;25,6280;24,1102;23,5040;22,2946;21,1960;20,3088;19,252;18,981;17,4282;16,3575;15,96;14,420;13,2699;12,923;11,1450;10,2678;9,7143;8,38;7,3217;6,3551;5,6158;4,726;3,606;2,1645;1
197,1604;1387;1661;291;3392;5049;3881,daytime:morning,60;25,942;24,1883;23,1166;22,2372;21,742;20,1335;19,4048;18,6141;17,3260;16,267;15,1231;14,3620;13,456;12,136;11,3579;10,6904;9,1196;8,8;7,270;6,6312;5,214;4,670;3,2231;2,95;1
89,1401;2205;6032;2355;277;3173;1687;3152;3029;604,daytime:evening,2372;25,60;24,942;23,14;22,184;21,189;20,6141;19,1196;18,6904;17,6702;16,974;15,95;14,232;13,1166;12,742;11,1335;10,1055;9,2164;8,519;7,1454;6,406;5,280;4,1276;3,3521;2,3260;1
89,3321;2073;86,daytime:night,2372;25,60;24,942;23,14;22,184;21,1883;20,189;19,6141;18,1196;17,6904;16,6702;15,974;14,95;13,291;12,232;11,1166;10,742;9,1335;8,1055;7,2164;6,250;5,519;4,1231;3,1454;2,406;1
89,4374;227;4212;7144;432;2496;1455;4244,daytime:afternoon,2372;25,60;24,14;23,184;22,1883;21,6141;20,1196;19,6904;18,6702;17,974;16,95;15,291;14,232;13,1166;12,742;11,2164;10,250;9,1231;8,1454;7,406;6,280;5,1276;4,3521;3,3260;2,270;1
208,1805;3005;7207;4199;1260;3933,daytime:evening,1131;25,6280;24,1450;23,4282;22,726;21,6549;20,1227;19,2678;18,1102;17,96;16,6059;15,5040;14,641;13,799;12,2243;11,2041;10,7143;9,4880;8,338;7,981;6,2113;5,1184;4,5584;3,923;2,849;1
208,1053;3239;1094;4014;641;5137;3423;3406;3542;6284;802;141;6502,daytime:night,1131;25,6280;24,726;23,6549;22,1227;21,2678;20,6158;19,252;18,1102;17,96;16,6059;15,641;14,799;13,2243;12,7143;11,4880;10,338;9,981;8,2113;7,1184;6,5584;5,923;4,184;3,4467;2,938;1
208,5070;1125;3967;4155;5430,daytime:afternoon,1131;25,6280;24,1450;23,4282;22,726;21,6549;20,1227;19,6158;18,252;17,1102;16,96;15,6059;14,5040;13,641;12,799;11,2243;10,2041;9,7143;8,4880;7,981;6,2113;5,1184;4,5584;3,923;2,849;1
156,1263;2514;2779;2313;4221;4013;1269;2482;701;6983;6757;4049;2870;4548;2707;3163;1151;3620;2647;3059;6330;4098;5408;4668;6319;1925;3183,daytime:morning,7100;25,545;24,232;23,3620;22,2894;21,942;20,6091;19,2836;18,1936;17,604;16,14;15,974;14,3975;13,86;12,1335;11,2349;10,84;9,353;8,2859;7,3900;6,3701;5,136;4,1622;3,3770;2,420;1
156,4204;6517;3761;893;6302;6247;2003;2295;6707;5068;1148;40;749;3185;5420;4055;564;1032;5401;2622;3344;6140;4976;5684;1749;3281;164;348;1862;7092;4001,daytime:evening,7100;25,545;24,250;23,232;22,3620;21,2894;20,942;19,6091;18,2836;17,1936;16,974;15,3975;14,86;13,1335;12,2349;11,84;10,353;9,2859;8,3900;7,3701;6,136;5,1622;4,3770;3,420;2,3774;1
156,2475;1534;1860;545;4363;3807;5760;4852;1672;6842;3413;2583;2458;1655;3835;524;5645;826;3966;3733;4826;3499;54;2687;3588;993;439;3780;603;811;4114;5488;1543;2968;3113;95;3789,daytime:night,7100;25,545;24,250;23,232;22,3620;21,2894;20,942;19,6091;18,2836;17,604;16,14;15,974;14,3975;13,86;12,1335;11,2349;10,84;9,353;8,2859;7,3900;6,3701;5,136;4,1622;3,3770;2,420;1
156,2797;5477;6797;1786;2496;4587;2662;2096;366;429;5665;6933;1803;2497;5082;4928;2087;2307;4611;6102;2348;2182;3775,daytime:afternoon,7100;25,545;24,250;23,232;22,3620;21,2894;20,6091;19,2836;18,1936;17,604;16,14;15,974;14,86;13,1335;12,2349;11,84;10,353;9,2859;8,3900;7,3701;6,136;5,1622;4,3770;3,420;2,3774;1
28,3015;184;5598;1181;4675;842;7143,daytime:morning,1131;25,7143;24,184;23,1102;22,1450;21,6280;20,6158;19,974;18,6801;17,641;16,96;15,516;14,284;13,657;12,54;11,2031;10,6059;9,6134;8,905;7,703;6,386;5,4282;4,4467;3,2678;2,6675;1
28,4359;6166;582;6158;520;2770;2772;1531,daytime:evening,1131;25,7143;24,184;23,1102;22,6280;21,6158;20,742;19,974;18,252;17,6801;16,96;15,516;14,284;13,657;12,270;11,54;10,2031;9,6134;8,905;7,703;6,386;5,4282;4,4467;3,726;2,2678;1
28,3916;4462;3584;4525;2807;3341;3169;1727,daytime:night,1131;25,7143;24,184;23,1102;22,1450;21,6280;20,6158;19,742;18,974;17,252;16,6801;15,641;14,284;13,657;12,270;11,54;10,2031;9,6059;8,6134;7,905;6,703;5,386;4,4282;3,4467;2,726;1
28,1996;3073;2155;981;2110;5410,daytime:afternoon,1131;25,7143;24,184;23,1102;22,1450;21,6280;20,6158;19,742;18,974;17,252;16,6801;15,641;14,96;13,516;12,284;11,657;10,270;9,54;8,2031;7,6059;6,6134;5,905;4,703;3,386;2,4282;1
173,4167;5683;236;207;5249;2221;4111;6237;3343;4852;4133;3847;4013;4386;1530;6667;5687;5023;3970;2512;4841;2773;85;5608;3329;584;8;891;2446;5904;1982;4415;4997;2666;3061;3929;4300;663;2513;5390;1261,daytime:evening,14;25,232;24,406;23,3620;22,974;21,184;20,7100;19,604;18,2894;17,1335;16,95;15,6091;14,3900;13,942;12,3317;11,7143;10,60;9,269;8,4051;7,600;6,420;5,3255;4,3763;3,3521;2,1911;1
173,624;1250;564;5874;4743;6259;942;1672;2888;6582;2401;3803;460;2205;3248;5748;3620;2160,daytime:night,14;25,232;24,406;23,3620;22,974;21,250;20,184;19,7100;18,2859;17,545;16,604;15,3975;14,2894;13,1335;12,95;11,6091;10,3900;9,942;8,3317;7,2349;6,3579;5,7143;4,60;3,269;2,3770;1
36,3510;849;3660,daytime:morning,6280;25,1131;24,799;23,96;22,4091;21,1960;20,7143;19,252;18,184;17,1102;16,6635;15,338;14,1227;13,1450;12,663;11,1250;10,1645;9,66;8,2553;7,3551;6,849;5,5973;4,2946;3,2652;2,5759;1
36,4797;3406;2051;1089;2988,daytime:evening,1131;25,799;24,96;23,4091;22,1960;21,7143;20,252;19,184;18,1102;17,6635;16,338;15,1227;14,6158;13,663;12,1250;11,1645;10,2553;9,3551;8,849;7,5973;6,2946;5,2652;4,5759;3,2792;2,38;1
36,2553;5512,daytime:night,6280;25,1131;24,799;23,96;22,4091;21,1960;20,7143;19,252;18,184;17,1102;16,6635;15,1227;14,1450;13,6158;12,663;11,1250;10,1645;9,66;8,2553;7,3551;6,849;5,5973;4,2946;3,2652;2,5759;1
36,4298;409;956;671,daytime:afternoon,6280;25,1131;24,799;23,96;22,4091;21,1960;20,7143;19,184;18,1102;17,338;16,1450;15,6158;14,663;13,1250;12,1645;11,66;10,2553;9,3551;8,849;7,5973;6,2946;5,2652;4,5759;3,2792;2,38;1
4,1022;131;6061;3272;1196;245;5296;607;3521;849;4371;491;1043;200;3446;7143,daytime:morning,2372;25,742;24,60;23,6141;22,291;21,1196;20,942;19,184;18,54;17,1166;16,1417;15,974;14,214;13,95;12,785;11,2650;10,284;9,189;8,6666;7,7143;6,3444;5,740;4,166;3,4048;2,1335;1
4,3219;2397;55;106;54;2836;1417;845;3173;277;469;27;6693;516;6865;363;1170;5757;5469;3816;6531,daytime:evening,2372;25,742;24,60;23,6141;22,291;21,270;20,1196;19,942;18,54;17,1166;16,1417;15,214;14,181;13,95;12,785;11,2650;10,189;9,7143;8,3444;7,740;6,166;5,4048;4,1097;3,2832;2,148;1
4,580;3909;3601;5431;2662;1166;2666;1024;4039;127;6213;1506;48;3646;933;290;2553;3885;717;1154;395,daytime:night,2372;25,60;24,270;23,1196;22,942;21,184;20,54;19,1166;18,1417;17,974;16,214;15,181;14,95;13,2650;12,284;11,6666;10,7143;9,3444;8,4048;7,1097;6,1335;5,2832;4,2558;3,148;2,1131;1
4,448;39;2831;2566;1424;726;6566;5323;1023;2605;797;3799;6200;67;6036;5638;141;3709;338;4775;1987;2520,daytime:afternoon,2372;25,742;24,6141;23,291;22,270;21,1196;20,942;19,184;18,54;17,1166;16,1417;15,974;14,214;13,181;12,95;11,785;10,284;9,189;8,6666;7,7143;6,3444;5,740;4,166;3,4048;2,1097;1
37,3510;849;278;4264;312,daytime:morning,1131;25,7143;24,6280;23,4091;22,96;21,184;20,799;19,2678;18,338;17,6635;16,641;15,1250;14,1450;13,2946;12,849;11,252;10,1960;9,663;8,1102;7,4282;6,1227;5,5759;4,974;3,606;2,38;1
37,1010;2298;641,daytime:evening,1131;25,7143;24,4091;23,96;22,184;21,799;20,2678;19,338;18,6635;17,641;16,6158;15,1250;14,2946;13,849;12,252;11,1960;10,663;9,1102;8,4282;7,1227;6,5759;5,974;4,606;3,38;2,386;1
37,5596;1996;4164,daytime:night,1131;25,7143;24,6280;23,4091;22,96;21,184;20,799;19,2678;18,6635;17,641;16,6158;15,1250;14,1450;13,2946;12,849;11,252;10,1960;9,663;8,1102;7,1227;6,5759;5,974;4,606;3,38;2,386;1
79,932;100;5090;5204;4722;3375;1587;366;6686;32;5357;328;5870;711;2073;3973;5684;1219;6283;2702;5719;4391,daytime:morning,1650;25,4091;24,7143;23,291;22,232;21,420;20,974;19,2946;18,932;17,1014;16,51;15,2991;14,344;13,1136;12,270;11,1196;10,406;9,3353;8,1131;7,7;6,257;5,1879;4,4474;3,95;2,1401;1
79,2369;1250;227;5671;2069;497;3381;5251;2900;1438;1900;3230;239;4002;1539,daytime:evening,923;25,1650;24,4091;23,7143;22,291;21,232;20,420;19,974;18,2946;17,932;16,1014;15,51;14,2991;13,344;12,1136;11,270;10,1196;9,406;8,3353;7,1131;6,7;5,257;4,1879;3,4474;2,95;1
79,209;2476;3040;3000,daytime:afternoon,923;25,1650;24,4091;23,7143;22,291;21,232;20,420;19,974;18,2946;17,932;16,1014;15,2991;14,344;13,270;12,1196;11,406;10,3353;9,1131;8,7;7,257;6,1879;5,4474;4,95;3,1401;2,2372;1
17,5818;358;5271;5160;506;1939;4377;6233;2634;3439;2544;146;2426;4676;891;5013;3006;5619;602;4311;1676;2357;383;5246;3309;2724;1314;4107;4364;5506;4473;3695;1209;1942,daytime:evening,270;25,406;24,1014;23,7143;22,95;21,54;20,1879;19,1131;18,3620;17,2031;16,184;15,6141;14,5730;13,456;12,657;11,742;10,386;9,1196;8,344;7,457;6,632;5,321;4,2338;3,3943;2,1012;1
